N1 N2 Na Tsplit shape1Ne shape2Ne propNtrlNe1 propNtrlNe2 M1 M2 dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo
14.81337 19.08161 19.8692 20.5 7.25034 42.0246 495 224 3.53734 3.53734 36 74.356 38.624 0 0 15.962 8.35 13.754 10.428 44.64 25.883 -9 0 0.0185341 0.011373 0.0176526 0.0104122 0.0188847 0.0107755 0.0179365 0.0108535 -0.1315151 0.5879439 0.020415 0.5834205 0.0183177 0.010769 0.0002243 0.0006028 0.0096012 0.0212424 0.9628043 8.73560868850555e-05 8.6717993271045e-05 0.00115563161044355 8.75587227878899e-05 0.00882121469625427 8.68151469383004e-05 0.0797392731692624 8.69422869361824e-05 0.34856096190456 8.77787178015836e-05 0.203138264503399 8.67474274529714e-05 0.35710200052306 8.81051469353007e-05 0.000696389507659943 8.82425563535071e-05
20.86261 20.48143 5.13686 20.5 3.11845 176.45541 358 192 16.69757 16.69757 37 36.64 49.995 0.002 0.045 7.976 10.461 7.234 10.708 21.428 30.8 -9 0 0.0094174 0.0133335 0.0087896 0.0121312 0.0102905 0.0143386 0.0097059 0.0135334 -0.318769 0.8273525 -0.1244261 0.8362175 0.0091656 0.0126978 6.21e-05 0.0003955 0.0200471 0.0603771 0.9844917 4.76801239345595e-05 4.80976653990241e-05 4.72659476685644e-05 4.99422095571528e-05 4.78413078085194e-05 4.75780036463216e-05 0.248119944302444 4.79684947010723e-05 0.469672425727727 5.01269192622689e-05 0.108887441532704 4.73871083978185e-05 0.172742368129159 4.78890426253409e-05 4.78425566441243e-05 4.82009283207087e-05
21.31877 9.24983 28.11007 20.5 13.18711 192.28778 60 39 4.98273 4.98273 38 10.6 10.409 0 0 3.378 3.509 2.028 2.531 5.194 6.866 -9 0 0.0023167 0.0024563 0.0020805 0.0024234 0.0024162 0.0025334 0.0020357 0.0023608 -0.1306721 0.8965386 0.0871889 0.9798422 0.0023868 0.0024263 0.0001882 0.0003323 0.0480854 0.062125 0.9288178 0.000116384299587555 5.33560014082389e-05 0.000460314555797175 5.30772711586814e-05 0.00657191458015399 5.37636502756726e-05 0.0588674431585113 5.3036791069142e-05 0.7348295916129 5.39075028082907e-05 0.0328148557342826 5.33263723586703e-05 0.165859062285561 5.31617552538408e-05 5.38243146370136e-05 5.29801142367408e-05
2.69676 19.44833 4.84051 20.5 3.85707 67.89488 389 106 29.75945 29.75945 39 15.166 13.909 0 0 2.762 3.005 2.614 2.992 9.79 10.043 -9 0 0.0035678 0.0036178 0.0035789 0.003628 0.003538 0.0033519 0.0034963 0.0033993 -0.0509213 0.8314968 0.0101575 0.8864008 0.0035906 0.0036005 1.72e-05 0.0001988 0.0080893 0.0351826 0.9707438 0.000256947729915925 5.10571015458397e-05 5.13311955311709e-05 5.13803216294185e-05 5.1294497900302e-05 5.11858478508749e-05 0.0118126332096646 5.12672240073817e-05 0.530424999513277 5.13154988867907e-05 0.0098569488714283 5.12366634210903e-05 0.441601188305875 5.14146904997151e-05 0.00553444952536532 5.13498032007585e-05
25.65759 27.44695 12.71 20.5 4.42515 49.20979 448 272 6.42549 6.42549 40 46.976 27.081 0 0 10.754 6.407 8.598 7.083 27.624 17.35 -9 0 0.024865 0.0185144 0.0202286 0.0138268 0.0261344 0.0191198 0.0223601 0.0158732 -0.2207193 0.5717437 -0.2283313 0.6370302 0.0226466 0.0160622 9.99e-05 0.0005767 0.007004 0.0232493 0.9812835 6.25372925208983e-05 6.25118439756108e-05 0.000361317946820684 6.18280062475102e-05 6.23529577313127e-05 6.18800617624717e-05 0.244985335751601 6.08292005200693e-05 0.528656003683201 6.21147816403916e-05 0.082541168386246 6.18314187824001e-05 0.142775390219675 6.15771975718179e-05 6.05868093035874e-05 6.27344424013287e-05
7.01742 1.97377 26.74498 20.5 11.66456 12.17909 440 53 14.03762 14.03762 41 16.89 6.964 0 0 4.464 3.083 2.528 2.185 9.898 5.36 -9 0 0.0038001 0.0020258 0.0035432 0.0020145 0.0040482 0.0017744 0.0035025 0.0017004 -0.2564651 0.8406455 0.0093002 0.8701095 0.0037445 0.0019756 7.28e-05 0.0002212 0.0106347 0.0265286 0.8656089 6.98840930705561e-05 7.00388591511066e-05 6.99555411526625e-05 6.98648259545144e-05 0.000783135655419283 6.98549000907532e-05 0.180524842556386 0.00424225443674158 0.606669911189057 0.0100622482803003 0.0316829997535529 0.00435904941181943 0.151841698436051 0.00934444232631574 6.9774530631238e-05 7.00452043052423e-05
3.08954 23.84566 25.64403 20.5 11.22298 12.45861 394 493 2.4583 2.4583 42 50.358 14.363 0 0 7.044 4.524 17.006 6.818 26.308 11.827 -9 0 0.0098054 0.0043875 0.0111654 0.0044068 0.0094009 0.0037611 0.0122089 0.0036959 0.1514495 0.742255 -0.3991204 0.6664183 0.010887 0.004336 0.0004016 0.0006405 0.0208795 0.0307208 0.8462858 0.000135388990877326 0.000135338167798059 0.000447538525293058 0.000459024923920961 0.00131439248009193 0.00186200684441184 0.0224235434769887 0.00203353500333604 0.658426261246091 0.04475028587387 0.00839610176139289 0.00260987446795617 0.231003370360757 0.0257324416367717 0.000135344040835671 0.000135552199607199
25.41037 6.10321 2.9343 20.5 0.25792 133.92707 199 383 28.35792 28.35792 43 24.742 36.56 0.002 0.045 4.686 7.632 4.62 6.713 15.434 23.892 -9 0 0.005465 0.0083907 0.0054321 0.0082545 0.0056712 0.0086303 0.0056526 0.0084127 -0.0767575 0.5152091 -0.2638564 0.6501554 0.0054761 0.0082841 2.75e-05 0.0002756 0.0344764 0.1191463 0.9902189 2.65798280476074e-05 2.66125962247087e-05 2.650973639953e-05 2.64853635219166e-05 5.72050607253658e-05 2.65924183372328e-05 0.00697784237702726 2.64999633190113e-05 0.681933801654858 2.65567039435774e-05 0.00544661123034869 2.64992876311082e-05 0.305292750540713 2.64955792053906e-05 2.64615032775572e-05 2.64961564208149e-05
3.28834 28.61593 24.32157 20.5 12.65752 90.85579 237 495 14.41322 14.41322 44 29.482 23.059 0 0 4.648 4.868 6.758 5.258 18.076 16.42 -9 0 0.0064501 0.0058055 0.0066361 0.0057302 0.0064052 0.0055844 0.0069999 0.0055373 0.0416095 0.8334552 -0.3625584 0.7730779 0.0065849 0.0057142 4.18e-05 0.0002978 0.0099682 0.0328982 0.9714135 4.53537365159309e-05 4.50052873348232e-05 4.50097422612133e-05 4.49677977837613e-05 0.000614315697564935 4.51642388253074e-05 0.0443684124274694 4.51488665549082e-05 0.662630533729348 4.50484456437092e-05 0.0226658072166104 4.57237463068251e-05 0.269217856490619 4.51107842411466e-05 5.1556411245527e-05 4.4985381675593e-05
26.14061 18.94639 18.83212 20.5 13.91742 60.55105 59 455 23.84025 23.84025 45 64.836 25.883 0 0 11.826 6.964 12.072 6.752 40.938 17.807 -9 0 0.0153915 0.007896 0.0153434 0.0068919 0.0159245 0.0080388 0.015796 0.0073727 -0.1365499 0.5942349 -0.0874454 0.5760059 0.015392 0.007342 2.45e-05 0.0004554 0.0008502 0.0147415 0.9475248 2.73911670315396e-05 2.71922922408013e-05 2.80508268508599e-05 2.76047883106661e-05 3.32298168624972e-05 2.76879544467413e-05 0.011921841349596 2.8225327989361e-05 0.854723495469863 2.77143593097009e-05 0.0126246765485644 2.77819982740307e-05 0.119507905562663 2.76203646834211e-05 0.000911871676785927 2.77104965280817e-05
23.4032 12.71466 0.91128 20.5 12.63315 56.91582 303 117 20.32087 20.32087 46 45.578 31.22 0 0 8.95 7.108 8.258 7.499 28.37 19.946 -9 0 0.0101558 0.0066754 0.0100158 0.0067787 0.0105397 0.0071464 0.0103395 0.0073524 -0.1141484 0.6744815 -0.0609829 0.6861294 0.0101097 0.0066517 2.39e-05 0.0003315 0.0027082 0.0193977 0.9730731 3.55581198065918e-05 3.55938249287236e-05 3.55561925419779e-05 3.55569929728867e-05 0.000299670983059393 3.55626303552261e-05 0.0393745435914075 3.55673147430152e-05 0.562462486247497 3.55804785331166e-05 0.011119256548184 3.55615062902321e-05 0.386352831779075 3.55739740186703e-05 3.55553634362905e-05 3.55444531512668e-05
7.37614 21.66322 27.25918 20.5 14.68954 80.17999 97 447 20.17115 20.17115 47 31.978 28.826 0 0 5.302 6.157 6.554 5.513 20.122 20.035 -9 0 0.007234 0.0070934 0.0072599 0.0068102 0.0071662 0.0069747 0.0075191 0.0067982 0.046132 0.8068659 -0.1929214 0.7927626 0.0072855 0.0068792 3.85e-05 0.0003143 0.0058948 0.0234849 0.9762146 7.04444080435685e-05 7.03143416791671e-05 7.01672454302346e-05 6.99900342673241e-05 7.00609687329007e-05 7.17869917198251e-05 0.0191519136132057 7.04345859516985e-05 0.789093890036478 7.00176586022876e-05 0.00976649614854113 6.99401361215252e-05 0.17775366865383 7.04266319521524e-05 0.00346028356354157 7.01649819027826e-05
29.64126 2.29443 22.75006 20.5 0.82226 64.98952 167 384 17.40979 17.40979 48 13.264 16.153 0 0 2.806 4.035 2.64 3.126 7.818 10.984 -9 0 0.0029209 0.0039568 0.0028722 0.0038041 0.0029946 0.0039602 0.0029478 0.0036902 -0.0476557 0.8428003 -0.1819783 0.782265 0.00297 0.0038704 7.34e-05 0.0002539 0.040485 0.099183 0.973944 6.15180018906029e-05 5.79294810808561e-05 5.79268972091075e-05 5.80659483751973e-05 0.00204290905480108 5.83767262583328e-05 0.116755316338082 5.73843120549404e-05 0.491546099896452 5.75460885120417e-05 0.087780801864777 5.76228047180462e-05 0.301235519871545 5.80311422829732e-05 5.70916237042615e-05 5.78599482564926e-05
14.09207 12.74402 18.28172 20.5 3.72193 185.94146 269 274 8.36361 8.36361 49 33.858 44.463 0 0 7.142 9.043 6.986 8.948 19.73 28.665 -9 0 0.0071679 0.0099572 0.0070446 0.0098415 0.0075811 0.0103318 0.0075355 0.0103121 -0.2468726 0.9100692 -0.2232371 0.8328423 0.0072168 0.0098865 0.0001105 0.0004017 0.0397072 0.0727179 0.989949 4.48506511315278e-05 4.4491003032387e-05 4.47446656851505e-05 4.44357176593006e-05 6.64881160715487e-05 4.39951781978492e-05 0.0771672517013603 4.48505554623445e-05 0.53164369006641 4.4745774860184e-05 0.0417183930985066 4.466912425487e-05 0.348912549659186 4.50044161908145e-05 4.49304369921912e-05 4.49098349990923e-05
15.57707 0.02074 24.58724 20.5 5.56603 50.05739 371 82 15.69708 15.69708 50 1.742 1.39 0.004 0.063 1.656 1.353 0.026 0.171 0.056 0.312 -9 0 0.0002785 0.0002955 2.24e-05 0.0001082 0.0004826 0.0003886 2.31e-05 0.0001022 -0.794484 0.7514191 -0.0059649 0.2113337 0.0002058 0.0002902 5.53e-05 0.0001701 0.0628005 0.1430562 0.325084 5.99410191429562e-05 6.03461618711408e-05 5.97833663493152e-05 6.0794717141524e-05 6.01666095077754e-05 5.96486488162577e-05 0.0178987706896502 0.00362557165821307 0.261116542316299 0.208825138883964 0.0121206737118748 0.00528736108546552 0.41568626626265 0.074959185431302 6.02510901633673e-05 5.95583475890444e-05
0.87888 7.0351 13.81187 20.5 7.96918 61.63786 435 242 16.68081 16.68081 51 9.976 6.282 0 0 1.696 1.743 2.54 2.54 5.74 4.461 -9 0 0.0021497 0.0016954 0.0022326 0.0017428 0.002096 0.0014619 0.0023339 0.0015737 0.0195181 0.8888742 -0.1893447 0.9063696 0.0022466 0.0016896 5.54e-05 0.0001884 0.0159946 0.0401087 0.8899421 4.6549134749704e-05 4.65027005064196e-05 4.64349769477706e-05 4.68803919160338e-05 9.71301915247303e-05 4.70338875179343e-05 0.173461654035059 4.65268815539474e-05 0.440544995171113 0.000482174527799909 0.0790258741753713 0.000160770765902099 0.304944400827483 0.000908112482002381 4.81538237641449e-05 4.68060267888537e-05
14.28886 16.95023 14.55476 20.5 1.84064 193.43806 381 173 16.62301 16.62301 52 31.636 48.219 0 0 6.596 9.281 5.576 9.125 19.464 31.559 -9 0 0.0073009 0.0116458 0.0071643 0.011551 0.0077661 0.011985 0.0073968 0.0118382 -0.4040883 0.7751301 -0.0156188 0.8113256 0.0072715 0.0115426 3.89e-05 0.0003502 0.0293903 0.0701721 0.9894688 3.20400308403056e-05 3.2035057107666e-05 3.20251216883198e-05 3.2040687902901e-05 3.20446328323583e-05 3.20228475934028e-05 0.0320203156731066 3.20277720743356e-05 0.680775377628932 3.20326432057127e-05 0.017979374459499 3.2038822721581e-05 0.268840468363694 3.2041681887472e-05 3.20444068204934e-05 3.20701700941103e-05
18.66152 6.17973 25.91609 20.5 18.82846 110.68234 486 93 23.78413 23.78413 53 28.018 26.224 0 0 5.714 5.167 4.606 5.178 17.698 18.739 -9 0 0.0065603 0.0067083 0.0064468 0.0067607 0.0065991 0.0062731 0.0062868 0.0063856 -0.1484871 0.8283948 0.0231463 0.8087968 0.0065391 0.006713 3.56e-05 0.0003096 0.0042392 0.0236806 0.9831834 0.00198231270835557 0.000156983237066952 0.00172646865073457 0.000158320721946611 0.0001579842080046 0.000157489907101481 0.0204655258857506 0.000157923872404226 0.376268832198097 0.000157255410585832 0.00993264857546669 0.000157837604889674 0.565258108394263 0.000157070155255967 0.0229471435032432 0.000158094966834367
6.64905 29.94178 10.85675 20.5 4.68742 24.30342 3 296 0.68037 0.68037 54 36.086 16.427 0.012 0.2 3.376 2.893 23.702 12.811 8.996 8.134 -9 0 0.0036484 0.0031594 0.0074318 0.0037688 0.0034873 0.0026944 0.0092166 0.0043946 0.0993445 1.1816534 -0.6677306 0.8316694 0.0070173 0.0036084 0.0014772 0.0012807 0.1272163 0.0947596 0.6260101 8.19257058780152e-05 8.19873688197622e-05 0.00800149199562578 0.0008656583899555 8.19340028592969e-05 8.19933132465092e-05 0.137869927599063 9.21872680864551e-05 0.591246616491353 0.000510621745707848 0.0168832924731371 9.10522393244582e-05 0.243404946547762 0.00054249343790011 8.19170024057097e-05 8.19544188756456e-05
28.43181 21.357 28.411 20.5 9.76888 111.79232 447 422 9.39884 9.39884 55 63.774 37.32 0 0 13.522 9.2 12.234 9.556 38.018 22.322 -9 0 0.0325256 0.0178483 0.0268874 0.0132945 0.033671 0.0172267 0.029576 0.014216 -0.1774599 0.4972517 -0.3178241 0.5291121 0.0298246 0.0154745 0.000118 0.0006752 0.002991 0.0148049 0.9701636 5.03093772480473e-05 5.02850458714684e-05 0.000131683719338833 5.02474014151592e-05 0.000316124792974319 5.03614172340769e-05 0.200534749323645 5.03654147834651e-05 0.450460453554699 5.04013215418227e-05 0.128584811680934 5.03514026290392e-05 0.219468924640163 5.04584400975358e-05 5.02673411109628e-05 5.02051263136629e-05
21.68347 11.03518 12.308 20.5 6.39696 10.73073 190 453 22.59514 22.59514 56 84.598 26.705 0 0 15.022 7.554 14.844 7.589 54.732 18.917 -9 0 0.019535 0.0070006 0.019551 0.0069051 0.0199457 0.0065877 0.0198414 0.0065668 -0.0925644 0.5189162 -0.0640755 0.5133673 0.0195765 0.0069072 3.35e-05 0.0006016 0.000585 0.0146183 0.9390429 8.0577520039384e-05 8.07433187509311e-05 8.06053732665553e-05 8.07458267320766e-05 8.07626503507908e-05 8.15338911879062e-05 0.03229970839976 8.06580620372885e-05 0.616091599898262 8.08373008569201e-05 0.0312074051955491 8.07633699672438e-05 0.313940035101356 8.09188414101246e-05 0.00557260347409684 8.05017763765943e-05
8.59997 29.99353 11.27887 20.5 19.90483 104.07548 445 374 12.56436 12.56436 57 83.382 33.778 0 0 14.764 8.375 15.584 9.059 53.034 22.602 -9 0 0.0188258 0.0080041 0.0185818 0.008038 0.0192049 0.0080198 0.0194152 0.0081498 -0.070996 0.5173954 -0.1781751 0.5460117 0.0187927 0.0079447 8.89e-05 0.0005629 0.0028883 0.0158611 0.9567827 4.70138932398304e-05 4.6944350047884e-05 4.69817617459881e-05 4.70882173624483e-05 0.00236400605628926 4.71644627439503e-05 0.0575578285017407 4.69654739441996e-05 0.740197947708963 4.70720719615066e-05 0.0365459497900974 4.70846558201864e-05 0.161576339525028 4.70215588044777e-05 0.00128757919842678 4.7012773783864e-05
1.33403 19.16391 14.03458 20.5 7.8128 7.13267 462 464 15.07448 15.07448 58 22.022 6.967 0 0 3.43 2.452 5.592 3.404 13 5.939 -9 0 0.0046829 0.0022125 0.0049495 0.0022564 0.0046311 0.0018221 0.0052405 0.0018158 0.0130179 0.8413563 -0.2512235 0.8146659 0.0048877 0.0022114 7.15e-05 0.0002772 0.0073401 0.0251572 0.8768967 5.98787999845116e-05 5.83829760387665e-05 5.86103753457171e-05 5.72494559867195e-05 5.86893074336584e-05 0.000641322080797708 0.000785466866718587 0.187697050957272 0.00889941686163874 0.532841074767915 0.000287506319298287 0.035830176232541 0.0266078544838717 0.206000151193336 5.94347519430944e-05 5.77345698792135e-05
11.52408 28.77353 2.75758 20.5 9.25247 128.46061 15 303 8.45263 8.45263 59 15.482 14.206 0 0 2.364 3.409 5.022 4.176 8.096 8.799 -9 0 0.0029533 0.0030871 0.0032863 0.0030382 0.0029484 0.0032354 0.0036976 0.0032721 0.040026 0.922694 -0.393601 0.8433296 0.0032326 0.0030543 0.0001128 0.0002489 0.0210967 0.0419629 0.9483482 5.27926324825696e-05 5.26482278825838e-05 5.2613909091693e-05 5.2504952267166e-05 0.000395346621104817 5.24417274771781e-05 0.187775500787802 5.26932623566284e-05 0.617701956186297 5.2923444500849e-05 0.0648470931410819 5.23001995713807e-05 0.128701154508371 5.28716481214307e-05 5.24458461174336e-05 5.27129054749598e-05
11.1489 4.41834 16.98021 20.5 5.67412 38.21304 346 276 18.79598 18.79598 60 28.784 22.68 0 0 5.722 5.222 4.946 4.984 18.116 15.669 -9 0 0.0066065 0.0056747 0.0065436 0.0056578 0.0067192 0.0054443 0.0065005 0.0053852 -0.1261333 0.7944751 0.0175427 0.7847478 0.0066251 0.0056327 5e-05 0.0002821 0.0083954 0.0284291 0.973572 4.71386013883079e-05 4.6667568403679e-05 0.000331570031547882 4.68565808077568e-05 0.000272058541117044 4.76059371421275e-05 0.0897738087437602 4.69319579445107e-05 0.506445726551041 4.72776412715941e-05 0.0354097243417934 4.6990758135589e-05 0.362716751481625 4.70457251814044e-05 0.00462712768272596 4.67178561146285e-05
8.03111 11.40303 19.16167 20.5 19.70172 163.22176 184 213 18.42451 18.42451 61 23.204 23.488 0 0 4.36 5.093 4.62 5.194 14.224 15.401 -9 0 0.005116 0.0054396 0.0051292 0.0053883 0.0052383 0.0054801 0.0053115 0.0054914 -0.0693379 0.8352923 -0.1282958 0.7881368 0.0051989 0.0054555 7.63e-05 0.0003086 0.0091348 0.0287052 0.9811852 4.17239536255995e-05 4.16794833425752e-05 4.15455230261551e-05 4.17902589303312e-05 0.000790683593962428 4.16453677965318e-05 0.0573663134735408 4.17058418973825e-05 0.632482653925618 4.17423653553734e-05 0.025498844415036 4.16469929246786e-05 0.283329251283576 4.17228178578413e-05 0.000115386019462337 4.16646840487072e-05
12.48187 11.72822 20.72111 20.5 17.38994 104.81472 190 32 1.36557 1.36557 62 25.588 18.833 0 0 8.604 7.63 5.22 5.537 11.764 12.157 -9 0 0.0054982 0.0045313 0.0050221 0.0046568 0.0057535 0.0046596 0.0047969 0.0044026 -0.0703182 0.8916638 0.1826633 0.9513984 0.0059618 0.0046 0.0007016 0.0007596 0.0748607 0.0723612 0.8662061 6.78618003450281e-05 6.77951844760523e-05 0.00381882272259481 6.79815527123703e-05 0.00309966553925046 6.78625016822038e-05 0.0423375010940638 6.78089826715228e-05 0.650231106515467 6.78396794839374e-05 0.0393854449763701 6.79068312150641e-05 0.260448736612222 6.79189173440874e-05 6.79360349118364e-05 6.78110551899245e-05
28.6086 8.63014 27.71024 20.5 1.1639 80.67799 252 270 7.06593 7.06593 63 32.004 44.872 0.002 0.045 7.226 9.613 5.898 7.847 18.878 29.844 -9 0 0.0071803 0.0110236 0.0070116 0.0108371 0.0075299 0.0111047 0.0071319 0.0106022 -0.3172246 0.8414942 -0.1720367 0.8601668 0.0072455 0.0109318 0.0001496 0.0004598 0.0549588 0.109121 0.9895492 6.17305247316947e-05 6.22478624116402e-05 6.2315901757821e-05 6.17272376704814e-05 0.00415063869299042 6.18363468253143e-05 0.127210930038094 6.17468605312686e-05 0.413514715755104 6.16509409843211e-05 0.106600288142807 6.17165096160344e-05 0.347843124780252 6.17893419720125e-05 6.18592818060909e-05 6.16817824464844e-05
11.38772 2.58843 11.11622 20.5 9.95865 1.04963 414 222 20.50467 20.50467 64 35.462 9.892 0 0 6.882 3.953 5.924 3.824 22.656 8.68 -9 0 0.0082924 0.0032974 0.0081626 0.0033191 0.0083259 0.0026378 0.0080558 0.0026545 -0.0576277 0.6961461 0.014282 0.7065464 0.0082918 0.0032296 6.43e-05 0.00034 0.0042601 0.0198366 0.8905413 0.00021872224721099 8.35696954848008e-05 8.24818267380712e-05 0.000663883310446164 8.35605606040187e-05 8.29920555372386e-05 0.0107221696468148 0.0529254083087452 0.0352809869120466 0.575058874701216 0.000502490216365253 0.0405940572770569 0.0130344856793814 0.26482635279922 0.0026910900739637 0.00314887468916914
18.53423 16.74627 13.58872 20.5 0.37151 76.3979 173 354 10.56506 10.56506 65 31.444 49.312 0.004 0.063 6.02 10.223 7.178 9.883 18.242 31.076 -9 0 0.0070947 0.0119897 0.0070118 0.0114023 0.0075654 0.0127093 0.00777 0.0122092 -0.0854739 0.6764159 -0.5603113 0.7872645 0.0071157 0.0116252 6.24e-05 0.0003438 0.0530303 0.126501 0.9901667 3.77726114561173e-05 3.777516982064e-05 3.77637940541006e-05 3.76845633835978e-05 0.000292065457254459 3.78014563265644e-05 0.118566688424593 3.76914527264855e-05 0.424819991591305 3.77621426137297e-05 0.0862170808965942 3.78639121803622e-05 0.369688775876071 3.77608495804626e-05 3.78043146543918e-05 3.77174873858989e-05
13.80793 9.8572 6.88787 20.5 11.42252 4.96831 279 347 11.27418 11.27418 66 79.288 16.207 0 0 14.756 6.66 14.16 6.149 50.372 13.18 -9 0 0.0177052 0.0046486 0.0177017 0.0045373 0.0183576 0.0042039 0.0181896 0.0041464 -0.1471083 0.5095311 -0.111553 0.4795514 0.0178076 0.0044827 0.0001041 0.0005402 0.0029523 0.0153276 0.8689578 8.37956363557616e-05 8.37336969279147e-05 8.37323208495169e-05 0.000159329944834375 8.37682677710679e-05 0.000781580789584403 0.246283980546333 0.00399055257449578 0.368378230679983 0.00394985082329342 0.251513964856843 0.00316604776394571 0.116318059652806 0.00485591122688711 8.37113855589099e-05 0.00018374983353056
7.25662 9.98953 22.77649 20.5 0.2199 166.37612 253 454 20.56831 20.56831 67 32.758 34.842 0 0 5.46 6.633 6.138 6.744 21.16 24.014 -9 0 0.0074418 0.0084982 0.0074577 0.0083666 0.0075034 0.0083418 0.0076945 0.0082583 -0.0581354 0.4992628 -0.3488778 0.7253627 0.0074684 0.0083978 1.87e-05 0.0003428 0.0241311 0.0905563 0.9856642 3.43688185976596e-05 3.41945800877763e-05 3.50845429018555e-05 3.60334656682088e-05 0.000160509375533715 3.50914203118769e-05 0.0308795623171871 3.51489212465762e-05 0.59946302503615 3.46266835669651e-05 0.0170371663801609 3.67184648024363e-05 0.35207396886378 3.45211936497148e-05 3.5114727766391e-05 3.4865208588741e-05
0.47052 23.50995 24.97698 20.5 17.80764 71.37072 188 292 25.22402 25.22402 68 4.942 3.798 0 0 0.696 1.145 1.914 1.732 2.332 2.733 -9 0 0.000858 0.0010009 0.0009989 0.0009815 0.0008535 0.0008984 0.0011968 0.0009532 -0.0075803 0.888663 -0.4956691 0.8656622 0.0009799 0.0010378 5.15e-05 0.0001828 0.0227969 0.0546004 0.8976493 0.000710821462994284 4.12747363607741e-05 4.13398427648175e-05 4.06591034390505e-05 0.000461037655325636 4.08317781085125e-05 0.125235968204205 4.09255711775884e-05 0.52094167427348 0.000189582535727664 0.0146420878363551 4.08217696914751e-05 0.336489615298133 0.00100175584348574 4.07495646558859e-05 4.08545240945311e-05
29.14969 27.23869 18.28642 20.5 10.22472 118.15824 38 314 2.32176 2.32176 69 36.608 16.989 0 0 6.048 4.26 12.388 8.375 18.172 11.17 -9 0 0.0087385 0.0097869 0.0090453 0.0076024 0.0086652 0.0099279 0.0100909 0.0083687 0.0661479 0.8113161 -0.3495147 0.7835844 0.0093368 0.0085439 0.0004449 0.0006037 0.0354244 0.0459988 0.9481953 9.75737614938323e-05 9.76188978319957e-05 0.016777440455282 9.75704547026155e-05 0.00243291470694863 9.76021698143312e-05 0.111966946198033 9.7614271266569e-05 0.155600041198513 9.76061253760591e-05 0.0688002108735524 9.76193969527802e-05 0.643446432852692 9.75985261825525e-05 9.76325154585941e-05 9.75775958993527e-05
12.57616 8.12754 17.93142 20.5 6.24526 140.15913 187 483 5.43462 5.43462 70 37.268 35.319 0 0 6.82 7.952 8.626 5.96 21.822 24.384 -9 0 0.008032 0.0088936 0.008243 0.0085181 0.0080733 0.0087868 0.0085824 0.008065 0.0020502 0.8553954 -0.4247197 0.7900527 0.0083277 0.0086802 0.0001902 0.0004338 0.0285662 0.0505982 0.9777901 4.32978212386731e-05 4.32560937318592e-05 0.000249918147126331 4.32137600401504e-05 0.00172341572509642 4.32896875982095e-05 0.0388412825588658 4.31786357685735e-05 0.6543634815395 4.32646878045192e-05 0.0392965713392227 4.32811674321677e-05 0.265092719156675 4.32664180104658e-05 4.3339735107693e-05 4.32235267807458e-05
14.2027 19.57404 10.32161 20.5 18.67243 171.90705 14 66 24.63522 24.63522 71 15.222 10.313 0 0 2.564 2.94 3.08 2.707 9.578 6.943 -9 0 0.0034788 0.0025633 0.0035328 0.0025225 0.0034225 0.002488 0.0035679 0.0023653 0.0264267 0.8583041 -0.0859223 0.8762181 0.0035404 0.0025134 3.47e-05 0.00019 0.0054143 0.0235162 0.9384441 0.0001892376880695 8.38410329740335e-05 8.42098796801563e-05 8.3850855187676e-05 8.42654866200849e-05 8.4121287600635e-05 0.0354362460503361 8.39705551810039e-05 0.635960790227952 8.38315135598432e-05 0.0128259472187795 8.40252810932273e-05 0.30051559842401 8.41402604933377e-05 0.0142319139841055 8.40102543566858e-05
29.01339 23.86122 29.89549 20.5 18.33349 92.43172 387 173 17.31244 17.31244 72 55.92 20.28 0 0 10.412 5.899 9.112 5.55 36.396 14.974 -9 0 0.0244252 0.0190603 0.0211959 0.0140576 0.0240717 0.0180977 0.0217626 0.0147871 -0.0058458 0.5804194 -0.0530587 0.584981 0.0228998 0.0164972 8.93e-05 0.0006469 0.0032093 0.0178169 0.9824814 5.03841183573909e-05 5.03553305538225e-05 0.000620457521885495 5.04355456597241e-05 0.000100286361400765 5.04573300297699e-05 0.167798921088694 5.03644300771587e-05 0.513353048682412 5.04319245308644e-05 0.0874823191786148 5.0439461479037e-05 0.230140781868927 5.04167938696044e-05 5.04471874811035e-05 5.04531760275484e-05
