N1 N2 Na Tsplit shape1Ne shape2Ne propNtrlNe1 propNtrlNe2 M1 M2 dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo
7.69866 9.29659 22.46246 9.5 16.40888 15.1817 82 399 21.90533 21.90533 10 51.316 18.112 0 0 8.492 5.271 9.176 5.33 33.648 14.701 -9 0 0.0121198 0.0055316 0.0122268 0.0055301 0.011878 0.0045951 0.0120708 0.0046522 0.0261773 0.6514063 -0.0055931 0.670351 0.0122403 0.0054729 6.69e-05 0.000521 0.002777 0.0195768 0.9344293 0.00036961578280958 7.19455191209328e-05 0.00108063345975574 7.25359985561147e-05 0.000550518498918485 7.22427612753602e-05 0.0614551122520293 7.20919565422431e-05 0.427663363039672 7.20589468065775e-05 0.0950308501005355 7.20616979206868e-05 0.411464784437686 7.20253167577444e-05 0.00180814007133042 7.20201602829637e-05
19.78099 22.32182 4.24698 9.5 4.49446 128.71565 362 180 26.8289 26.8289 11 33.848 40.209 0 0 8.744 11.408 7.942 10.948 17.162 19.776 -9 0 0.0056473 0.005962 0.0055733 0.005948 0.0073021 0.0084998 0.007076 0.008404 -0.4473498 0.8614914 -0.343489 0.9036164 0.0056711 0.0059508 6.08e-05 0.0002266 0.0113937 0.0371769 0.984053 4.658000476957e-05 4.81838908935699e-05 4.68793473978532e-05 4.65777936599333e-05 0.000470686840779707 4.62686648545041e-05 0.170463876536834 4.63218170586604e-05 0.330964523772028 4.62279568205839e-05 0.141238723542807 4.58984046431255e-05 0.356350149930261 4.71819835578714e-05 4.57858365713835e-05 4.61336770629966e-05
17.76182 8.98543 18.51644 9.5 4.94624 43.10692 303 29 28.97829 28.97829 12 16.492 15.332 0 0 3.636 3.686 2.718 3.344 10.138 10.384 -9 0 0.0037595 0.0036669 0.0036209 0.0036605 0.0038825 0.0036479 0.0036237 0.0036099 -0.1556897 0.8345229 0.00011 0.8650979 0.0037358 0.0036128 4.56e-05 0.0002491 0.0080937 0.0293039 0.9641076 0.000367687838321256 4.70377360151028e-05 4.70785721144028e-05 4.67260524454438e-05 0.000262801410532617 4.67853943184234e-05 0.0343668704760439 4.65226140446308e-05 0.547157621236035 4.66323763909322e-05 0.0205228063298629 4.69864025141619e-05 0.395350260904198 4.68887765984729e-05 0.00155063750401908 4.66563765461231e-05
26.131 12.83085 7.04131 9.5 18.36818 112.40167 7 471 12.26905 12.26905 13 45.348 14.786 0 0 7.59 4.288 9.386 5.296 28.372 10.789 -9 0 0.0100302 0.0037531 0.0101313 0.0038093 0.0101366 0.0034855 0.0106428 0.0037052 -0.0410669 0.6374103 -0.1828122 0.6002026 0.010139 0.0037126 5.82e-05 0.0003958 0.0034291 0.0206092 0.9143402 6.24341983639413e-05 6.24761956040445e-05 8.97406057737969e-05 6.25165608961728e-05 0.000441077926911047 6.256025037462e-05 0.322591982705523 6.28174343957836e-05 0.443025247529035 6.23898580267023e-05 0.0501456514316658 6.23637946688376e-05 0.181064997118585 6.24883704621859e-05 0.00207882200003906 6.24340196752623e-05
9.68329 22.98779 18.23821 9.5 5.51387 60.78336 260 196 4.96985 4.96985 14 32.288 27.69 0 0 7.534 7.688 8.374 7.986 16.38 14.996 -9 0 0.005994 0.005093 0.0060742 0.0049696 0.0067406 0.0060531 0.0069774 0.0060089 -0.2519363 0.821217 -0.3759918 0.845538 0.0061805 0.0049696 0.0001464 0.0002915 0.0243694 0.0470233 0.9686362 6.64944953936948e-05 6.65159670349171e-05 0.00496888256143257 6.64357429926724e-05 0.0372770999778399 6.68403032908052e-05 0.136928073763846 6.70862303833294e-05 0.623057605138744 6.70573212348363e-05 0.0582416700751443 6.64042224976528e-05 0.138859683657133 6.63546018964612e-05 6.70462114676523e-05 6.67497296676837e-05
0.12679 5.51224 9.84047 9.5 4.84086 160.12895 301 390 24.08367 24.08367 15 2.06 1.831 0.002 0.045 0.224 0.557 1.182 1.15 0.652 1.187 -9 0 0.0002421 0.0004147 0.0003858 0.0004659 0.0002469 0.0003828 0.0005169 0.0004807 -0.0230891 0.6735606 -0.504505 0.8308393 0.0003567 0.0004575 4.28e-05 0.0001218 0.0486691 0.1090268 0.790206 3.74390771788135e-05 3.7603621829492e-05 3.75284273923739e-05 3.75937101935204e-05 0.000774280696160314 3.75764696093634e-05 0.0227347518107281 0.000241981172884654 0.51328752246824 0.00234879148717987 0.0151642855841055 0.000114210849750534 0.443485367472161 0.00158600421006448 3.76196853811552e-05 3.74432571406097e-05
24.84999 2.52096 3.9506 9.5 8.46151 195.02888 60 395 15.47762 15.47762 16 12.652 10.221 0 0 2.416 2.672 2.742 2.762 7.494 6.923 -9 0 0.0027719 0.0024895 0.0028113 0.0024615 0.0027933 0.0024607 0.0028852 0.0023868 -0.0539813 0.905699 -0.0811873 0.8445501 0.0028443 0.0024639 5.27e-05 0.0002151 0.0151865 0.0433255 0.9473872 4.44407725929494e-05 4.45760389903347e-05 4.43134959229227e-05 4.43315716816341e-05 4.41885601068838e-05 4.46821713800571e-05 0.0766321804212582 4.44583565530603e-05 0.51865470800313 4.46702315647918e-05 0.0589462300282793 4.45200995385616e-05 0.345232981672335 4.46213166770179e-05 4.4504285935853e-05 4.45929740531067e-05
12.51771 21.43286 7.84216 9.5 12.52598 163.87054 422 311 28.48169 28.48169 17 59.414 39.213 0 0 12.408 9.709 12.526 10.163 34.48 22.934 -9 0 0.0115704 0.0072745 0.0115333 0.0073063 0.0132163 0.008662 0.0132496 0.008819 -0.3444399 0.6507989 -0.3375712 0.6799374 0.0115688 0.0072369 1.7e-05 0.0003211 0.0017718 0.0156256 0.9789628 2.56622891149211e-05 2.55779172488099e-05 2.57275721071179e-05 2.58730536806022e-05 2.56981653428796e-05 2.56748107100738e-05 0.0350598039219159 2.57815112501627e-05 0.631830680221048 2.5671676277234e-05 0.0204808174092195 2.56479909631316e-05 0.312320329503812 2.57168009360914e-05 2.56742707552774e-05 2.56628856178165e-05
11.28328 14.66067 18.15178 9.5 13.05444 106.5492 365 91 19.81591 19.81591 18 32.848 28.812 0 0 6.23 5.728 5.412 5.641 21.206 20.277 -9 0 0.007685 0.0072515 0.0075898 0.0071985 0.0077711 0.0070135 0.0075366 0.0070481 -0.0957319 0.8044731 0.0178843 0.8023995 0.0076803 0.0071739 4.29e-05 0.0003231 0.0051217 0.0212693 0.9805589 0.000129242590446134 0.000129244610021866 0.000129248381442786 0.000129258051178211 0.000129255928427864 0.000129263278410515 0.0108082106875466 0.000129259778544366 0.773205482882626 0.000129212154383408 0.000977272840722699 0.000129232530900743 0.18832139550908 0.0001292561756529 0.0252658315591738 0.000129333041441637
3.68281 14.2738 14.61386 9.5 10.32316 120.33263 287 329 14.95357 14.95357 19 22.698 19.328 0 0 3.978 4.149 5.172 4.643 13.548 13.098 -9 0 0.0048617 0.0045049 0.0049966 0.0045698 0.00494 0.0045294 0.0052766 0.0046194 0.0066865 0.8090562 -0.2591662 0.832076 0.0049975 0.0045065 6.83e-05 0.0002587 0.0158558 0.0395283 0.9695429 4.3565732506893e-05 4.36381665416114e-05 4.4022047746194e-05 4.39107694297511e-05 4.36160700135071e-05 4.44690740382209e-05 0.062307027501474 4.39409762482781e-05 0.728708631763901 4.31052960356483e-05 0.0283511026660683 4.36443341992906e-05 0.180107204045803 4.39737477871673e-05 4.39616517635531e-05 4.41861564440944e-05
12.23435 26.52197 17.73184 9.5 9.79741 92.29221 83 48 24.13042 24.13042 20 18.542 13.97 0 0 3.252 3.841 3.74 3.557 11.55 8.999 -9 0 0.0041999 0.0036426 0.0043018 0.0035234 0.00421 0.0035736 0.0043408 0.0033937 0.0282203 0.7867686 -0.0468353 0.7921473 0.0042894 0.0035584 3.86e-05 0.0002233 0.0052713 0.0239286 0.9614986 0.000500795952315626 7.53726119146982e-05 0.000779327837453933 7.53542629601458e-05 0.000348642921406016 7.53621335351269e-05 0.0144508066872906 7.53936740297781e-05 0.867332440235842 7.53475707092017e-05 0.00585513596648208 7.53734599283787e-05 0.103990799033332 7.54284311481033e-05 0.00613895500504724 7.54642166045304e-05
9.61696 1.37608 9.82094 9.5 1.78976 197.78059 366 284 11.02444 11.02444 21 10.442 10.78 0.004 0.089 3.132 3.278 1.66 2.198 5.646 7.382 -9 0 0.0022655 0.0027397 0.0020457 0.0025774 0.0024742 0.0027021 0.0020593 0.0024325 -0.3761453 0.8232726 -0.0627937 0.717232 0.0022509 0.0026635 9.53e-05 0.0003196 0.0556094 0.1330514 0.9558071 6.85200535007465e-05 6.84798332772033e-05 0.000382396361256362 6.91317727747166e-05 0.00146116380225258 6.85235040434968e-05 0.133259570495082 6.83121207495493e-05 0.426155039552536 6.90340254842333e-05 0.0810318116907566 6.90930566175232e-05 0.357022916827533 6.85985001717432e-05 6.89158478558306e-05 6.84925561077772e-05
19.39232 4.62972 24.89989 9.5 17.4426 111.48831 0 400 24.88894 24.88894 22 26.454 13.53 0 0 4.46 3.858 4.494 3.391 17.5 10.71 -9 0 0.0063931 0.0041009 0.0063157 0.003898 0.0061899 0.0034192 0.0061994 0.0034195 0.03194 0.8006004 0.0532856 0.7705991 0.0064099 0.0039809 5.55e-05 0.0003511 0.0046673 0.0232123 0.9340762 0.000882913738775329 9.2318768662944e-05 0.00196645157585324 9.2371139324827e-05 0.000964667782513295 9.22260376909552e-05 0.0566225353489158 9.23823436653938e-05 0.418867856079613 9.22941756015549e-05 0.0751396653583463 9.28256469061825e-05 0.436818351092118 9.24060062464603e-05 0.00799793348108003 9.28014246865924e-05
10.02792 25.7789 16.76948 9.5 0.02871 101.71811 152 257 1.01692 1.01692 23 26.114 34.618 0.326 0.82 5.296 8.693 11.73 12.804 8.762 19.898 -9 0 0.003639 0.0072918 0.0046161 0.0073983 0.0039963 0.0075725 0.0058037 0.0082947 -0.1830212 0.4696053 -0.5505413 0.6971495 0.0049546 0.0071921 0.000827 0.0009612 0.3079429 0.3615344 0.9339538 0.000144595705688441 0.0001445682132445 0.0142182632478138 0.000144616947713969 0.00296587733499256 0.000144592892033328 0.0862018338085933 0.000144562450551996 0.494948467744501 0.000144575583916678 0.0352842944648645 0.000144631717461981 0.364935510103872 0.000144450545849266 0.000144603586903702 0.000144555651999101
23.84796 0.72271 25.9616 9.5 19.56654 84.55381 144 78 22.00209 22.00209 24 4.786 3.82 0 0 2.05 1.697 0.684 1.033 2.052 2.802 -9 0 0.0009202 0.0009413 0.0007417 0.0009444 0.0011562 0.000958 0.0007712 0.0009229 -0.618094 0.881884 -0.0682539 0.8701425 0.0008704 0.0009377 3.95e-05 0.000122 0.0228089 0.0500766 0.8963054 0.000331592708793348 4.50329014317672e-05 0.000283044838731672 4.55058107213927e-05 0.000417506711564039 4.53690635904906e-05 0.0260814764519545 6.79432604835009e-05 0.530344672576584 0.00074251426710678 0.0301389875876702 4.54308611408172e-05 0.409701789780308 0.00161875524080384 4.52429005616672e-05 4.51350385535157e-05
2.86325 5.81565 28.51224 9.5 14.58729 131.01938 267 202 12.89661 12.89661 25 12.628 12.441 0 0 2.442 2.815 2.778 3.093 7.408 8.719 -9 0 0.0027345 0.0030562 0.0027943 0.0030217 0.0027764 0.0029388 0.0028711 0.0030203 -0.0380418 0.8948081 -0.0795412 0.8968657 0.00283 0.0030032 6.56e-05 0.0002093 0.0232128 0.0513705 0.9609909 4.45445160782204e-05 4.39863066398372e-05 4.37682701791439e-05 4.50585673404781e-05 0.000218183597290426 4.40147796849449e-05 0.0827124555577873 4.41592098972104e-05 0.696921403569926 4.3794573175104e-05 0.0337761128760208 4.3938095325326e-05 0.18588638965771 4.4408281735848e-05 4.38881728850675e-05 4.38939683236067e-05
24.36061 5.14726 10.69383 9.5 6.69251 24.65699 98 366 17.90233 17.90233 26 36.604 17.298 0 0 6.67 4.426 6.862 4.752 23.072 12.316 -9 0 0.0081592 0.0043486 0.0081699 0.0043255 0.0083834 0.0041477 0.0084375 0.0041897 -0.1169948 0.6782141 -0.1053038 0.7107067 0.0082205 0.0042734 5.59e-05 0.0003319 0.0049398 0.0221369 0.9524103 6.31191796135749e-05 4.59696315415472e-05 4.59385382102177e-05 4.60993288325523e-05 0.000188086276141187 4.60044226226769e-05 0.0915545631028553 4.59798340937381e-05 0.719604045501129 4.60794403345626e-05 0.0205504463842657 4.59824751378039e-05 0.166231711206306 4.60632140691376e-05 0.00139391398101994 4.59974838274198e-05
0.53723 7.9669 20.52195 9.5 18.42863 15.31255 280 494 18.56188 18.56188 27 8.516 4.19 0 0 1.294 1.247 2.82 2.143 4.402 3.227 -9 0 0.0015918 0.001114 0.0017777 0.0012054 0.0016055 0.000981 0.0020357 0.0011114 -0.0226666 0.970356 -0.4468835 0.8533283 0.0017416 0.001156 5.68e-05 0.0001453 0.017128 0.0383033 0.8621309 8.27067962609703e-05 8.24469129235011e-05 8.28092407159641e-05 8.44112325006447e-05 8.26882226182551e-05 8.27700392896786e-05 0.0381804759299298 0.00628875107635592 0.395057342358537 0.0187273845552124 0.0384400289446246 0.00573072627727145 0.472505709429664 0.024406544782857 8.27587753903757e-05 8.24454258482718e-05
23.31865 27.12072 16.33583 9.5 14.94279 152.16061 135 33 27.9103 27.9103 28 26.92 16.918 0 0 4.686 4.409 4.736 4.505 17.498 11.298 -9 0 0.0063797 0.0048157 0.0063632 0.0045631 0.0064565 0.0049282 0.0064306 0.0046752 -0.04818 0.7972994 -0.0426664 0.7623664 0.0063965 0.004638 2.51e-05 0.0003495 0.0024029 0.0204621 0.9529787 6.71027495293932e-05 6.73841081976551e-05 6.74757770838425e-05 6.72521791501332e-05 0.000350838475702254 6.7323312921041e-05 0.0216918835770181 6.70599868090053e-05 0.665302999408184 6.72782442074942e-05 0.0399345004172457 6.69207858435893e-05 0.265418019191489 6.71429614893614e-05 0.00662899612506233 6.78227000662141e-05
8.96476 4.95956 18.82505 9.5 9.89803 197.08199 494 279 12.1246 12.1246 29 30.702 24.166 0 0 6.54 4.785 5.212 5.078 18.95 17.242 -9 0 0.0068262 0.0060495 0.0066846 0.0061678 0.0071848 0.0057181 0.0068105 0.0059417 -0.4520455 0.7907493 -0.0701214 0.7910628 0.0067958 0.0060237 4.03e-05 0.0003136 0.0157547 0.0432286 0.9775017 3.74195475202834e-05 3.74173736042922e-05 3.75049489224564e-05 3.72159299229879e-05 0.000306385160505984 3.72878849330073e-05 0.0213416594973951 3.73756288381857e-05 0.738073926590523 3.73958360936653e-05 0.0103377986124771 3.74846990224002e-05 0.229528898366618 3.74874086428229e-05 3.74183361605672e-05 3.73241788201705e-05
28.22788 13.65099 24.06216 9.5 19.41175 114.44283 473 345 8.21167 8.21167 30 81.648 38.573 0 0 17.438 9.578 15.748 9.946 48.462 25.102 -9 0 0.0199856 0.0117449 0.0189587 0.0104007 0.0215089 0.0113663 0.0204942 0.0107655 -0.3231985 0.6186347 -0.2589027 0.6598731 0.0195628 0.0109274 9.07e-05 0.0005895 0.0041243 0.0181931 0.9639248 4.562746005847e-05 4.6020513856432e-05 4.59991147999533e-05 4.59764062469576e-05 0.000419142672554134 4.5916279354268e-05 0.193087386921088 4.59043663997208e-05 0.606694094160697 4.55803596434363e-05 0.0671185109352078 4.60057243385041e-05 0.132176028675762 4.58718818631893e-05 4.57950844984977e-05 4.61394436309893e-05
29.26668 26.42971 8.50506 9.5 3.92745 121.89249 361 147 0.04898 0.04898 31 71.024 33.496 2.738 5.469 46.294 29.918 16.526 22.898 5.466 9.702 -5.432 7.985 0.0131116 0.0083254 0.0058756 0.007673 0.0157497 0.0099327 0.0069424 0.0092772 -0.4877383 0.7470147 -0.2342601 0.9338588 0.0180918 0.0067532 0.0085982 0.0055578 0.3666615 0.2494552 0.1801265 0.000234956299885498 0.000299774971511575 0.0107581554418523 0.000299779817109929 0.00363610991388399 0.000299639491184939 0.374064029712987 0.000299797010100694 0.305796170587837 0.00029969063105299 0.258059067903894 0.000299675549679094 0.0447540529149059 0.00029969147862123 0.000299714064733341 0.000299694210760939
19.53268 29.52021 3.18804 9.5 2.16428 103.68926 120 370 16.33639 16.33639 32 24.454 36.901 0 0 5.814 10.38 6.828 9.901 11.812 18.083 -9 0 0.0039296 0.0055881 0.0039877 0.0053946 0.0049863 0.0079009 0.0052698 0.0076954 -0.238374 0.9484396 -0.5774088 0.8564801 0.0040165 0.0054669 5.78e-05 0.0001855 0.0199469 0.0415852 0.9869621 2.76597481721967e-05 2.75811629755181e-05 2.76837644126284e-05 2.77727764671244e-05 0.000220425615136745 2.75842484725483e-05 0.0258878577301181 2.77697328422692e-05 0.676414317235143 2.77137675241062e-05 0.0099459061675193 2.76208497947271e-05 0.287226945808227 2.76690906425879e-05 2.77117789298019e-05 2.7780523622786e-05
23.39555 0.33974 1.05507 9.5 18.66592 104.89245 107 169 18.47913 18.47913 33 3.862 3.17 0 0 1.852 1.577 0.504 0.908 1.506 2.179 -9 0 0.0007536 0.0008178 0.000585 0.000872 0.0009465 0.0007879 0.0005666 0.0007485 -0.6105335 0.8296357 0.0560988 0.7984098 0.0007348 0.0008661 6.55e-05 0.0001503 0.0454359 0.0942364 0.8502166 3.50490774613013e-05 3.50436687846121e-05 3.50466763150958e-05 3.5023622869497e-05 0.000358475138000001 3.49925081406943e-05 0.0328659438161776 3.50346938037739e-05 0.555332086012385 3.50153263591748e-05 0.0185311561150598 3.50192094594365e-05 0.39252708310645 3.50018811482357e-05 3.49990683749152e-05 3.50300792107421e-05
14.63959 25.65982 9.73861 9.5 3.33716 153.86537 146 244 9.22649 9.22649 34 20.276 32.354 0 0 4.672 8.22 5.73 8.348 9.874 17.356 -9 0 0.0034269 0.0055205 0.0035822 0.0054948 0.0041001 0.0069871 0.0043983 0.0070381 -0.1866101 0.9092719 -0.375168 0.9701142 0.0036242 0.0055336 0.0001197 0.0002564 0.039239 0.0723005 0.9869986 5.22296258524718e-05 5.24923777890763e-05 0.000253902921181741 5.43298176078851e-05 0.00105208116919342 5.29024708071326e-05 0.0853439017194976 5.25882809213104e-05 0.528471338388396 5.22145614401937e-05 0.0627448881134314 5.22215407965661e-05 0.32160821885766 5.1939500158349e-05 5.24025836439833e-05 5.23480716228304e-05
25.058 20.33726 14.33248 9.5 2.0366 171.77171 86 7 20.21812 20.21812 35 3.204 7.111 0 0 0.928 1.888 0.664 1.764 1.612 4.148 -9 0 0.0006709 0.0013075 0.0006416 0.0012977 0.0007159 0.0015909 0.0006415 0.0015826 -0.0744292 0.8588667 0.0642174 0.8614192 0.0007034 0.0013011 4.72e-05 0.0001178 0.0421996 0.0798287 0.9586846 5.25310113037479e-05 5.20103200834375e-05 5.24959487104226e-05 5.30473515709073e-05 5.15333251945322e-05 5.30806141032343e-05 0.122156625289676 5.19269256124384e-05 0.691229005810713 5.25500782111293e-05 0.0383744124058814 5.209335190875e-05 0.147610974467522 5.27740893908231e-05 5.24035162135273e-05 5.25354939045646e-05
21.84742 2.40523 15.82402 9.5 8.84602 142.19047 322 371 4.08227 4.08227 36 25.276 17.26 0 0 8.128 6.249 4.216 3.765 12.932 10.78 -9 0 0.0053692 0.0040391 0.0048949 0.0039383 0.0059362 0.0042196 0.0048335 0.0037271 -0.3832564 0.885485 0.0521401 0.7539716 0.0053768 0.0040033 0.0002447 0.0004479 0.0414391 0.0730244 0.940991 7.96943673394173e-05 7.86522792278595e-05 0.00152218080787443 7.87037110768427e-05 0.00222879055025031 7.81318480707304e-05 0.378000627055105 7.83963092945316e-05 0.497782308553726 7.82166633830913e-05 0.0606102575498936 7.8033742323167e-05 0.0590702268173206 7.78803620564898e-05 7.87957038656427e-05 7.9103679192649e-05
20.76919 27.25562 22.76386 9.5 9.81641 89.10035 137 20 25.14607 25.14607 37 27.644 18.848 0 0 4.658 4.607 4.88 4.648 18.106 13.228 -9 0 0.0065373 0.0048587 0.0066363 0.0049244 0.0064266 0.0046005 0.0064886 0.004502 0.0203364 0.7942781 0.0132282 0.7807786 0.0066251 0.0048378 3.84e-05 0.0003273 0.0038608 0.0226205 0.9553915 0.00219089760944471 0.000138166126642019 0.000138577816117808 0.000138659708712614 0.000139530236961501 0.000138063023727303 0.0234803168213343 0.000145925949925617 0.234318713473917 0.00013880547615175 0.0678150538509116 0.000139692314553696 0.624992707596877 0.000140606555398947 0.0458030262729466 0.000141257166378226
10.49043 8.62513 10.23747 9.5 14.38809 177.6634 238 384 17.90253 17.90253 38 31.782 27.515 0 0 6.33 6.459 6.574 6.038 18.878 17.351 -9 0 0.0066365 0.0059815 0.0066861 0.00592 0.0071054 0.0064145 0.0071741 0.0062286 -0.1668123 0.7967064 -0.2305354 0.7668492 0.0067268 0.0059205 6.55e-05 0.000302 0.0095285 0.0290897 0.9800954 3.81878393078557e-05 3.81646514073114e-05 3.81570127683587e-05 3.82628293718814e-05 3.82990410624357e-05 3.81885640006896e-05 0.0594167377322719 3.81769093058122e-05 0.759171113136423 3.82224520666114e-05 0.0169009778240831 3.8332467714095e-05 0.164052428115252 3.83273350504601e-05 3.82565901943094e-05 3.81674997206513e-05
15.15336 9.35921 12.7225 9.5 19.49957 112.49159 81 58 8.13914 8.13914 39 18.884 10.555 0 0 4.152 3.196 3.532 3.266 11.2 7.22 -9 0 0.0043393 0.0026355 0.0042422 0.0026493 0.0043273 0.0025104 0.0041525 0.0025312 0.0032359 0.8614051 0.0893264 0.8631126 0.0044093 0.0026042 0.0001185 0.0002727 0.0156267 0.0322765 0.9017614 0.000549910310613358 5.45478805343108e-05 0.00160574681594403 5.42892566148318e-05 0.00105538913188838 5.44181103747417e-05 0.162590931301438 5.46469715846677e-05 0.528333706266807 5.44889973799481e-05 0.0453005638649718 5.43385812232759e-05 0.260073093065704 5.46148458918475e-05 5.48044718110012e-05 5.45101272182303e-05
13.5355 2.7723 4.98398 9.5 7.15306 155.65504 92 294 18.44495 18.44495 40 9.402 11.086 0 0 1.97 2.784 1.89 2.429 5.542 7.417 -9 0 0.0020483 0.0026378 0.0020442 0.0026055 0.0021174 0.002678 0.0020949 0.0025518 -0.1179649 0.8731378 -0.0854495 0.8260611 0.0020892 0.0026139 4.3e-05 0.0001428 0.0198636 0.0455562 0.9712618 3.78847476146322e-05 3.77924007658694e-05 3.78327115946182e-05 3.86814393554697e-05 3.77829027102294e-05 3.79436564674063e-05 0.0594825221124978 3.80220727910125e-05 0.492452932900863 3.76982912643786e-05 0.0335395878131143 3.90484229544284e-05 0.414067125579448 3.78539260582455e-05 3.92558151030093e-05 3.80352073980442e-05
20.43902 26.62035 0.504 9.5 2.1728 107.80238 127 498 6.48792 6.48792 41 36.08 42.265 0 0 8.15 12.305 11.866 10.769 16.064 21.088 -9 0 0.0052753 0.0064295 0.0057409 0.0062282 0.0068455 0.0092156 0.0078844 0.0087092 -0.2563524 1.0008783 -0.9763981 0.70832 0.00563 0.0062631 0.0001218 0.0002851 0.033035 0.0588457 0.9848006 4.14573135419732e-05 4.14245870722134e-05 0.000220728885561736 4.14047822092913e-05 0.000120987048645546 4.14097224513322e-05 0.0514620451199427 4.14564425971344e-05 0.545973330180459 4.13963960431348e-05 0.0250895414999768 4.15013694424794e-05 0.376719081814494 4.142902787715e-05 4.13574769007341e-05 4.14483327848473e-05
1.41562 26.5652 3.216 9.5 1.03905 31.23006 292 494 22.15531 22.15531 42 14.704 11.831 0 0 2.334 2.697 3.914 3.388 8.456 8.031 -9 0 0.0030757 0.0029275 0.0032215 0.0029371 0.0030414 0.0027621 0.0034867 0.0028469 0.0195369 0.6970015 -0.4357219 0.8527991 0.0032083 0.0029392 5.97e-05 0.0002593 0.0207662 0.0665377 0.9558445 4.98058648688904e-05 4.96725064052345e-05 5.0018117671991e-05 4.98650932402236e-05 0.000323837441715289 4.98453711029998e-05 0.0781209114903127 4.95010359258499e-05 0.750061365969327 4.97800443374099e-05 0.0246577053887605 4.97927051723078e-05 0.146287954902418 5.02793843350569e-05 4.98728126497918e-05 4.97918717562502e-05
15.30603 29.66678 12.84441 9.5 18.60996 32.4864 273 206 22.5317 22.5317 43 82.986 25.276 0 0 16.12 8.676 16.284 8.191 50.582 15.734 -9 0 0.0173653 0.0056458 0.017342 0.005486 0.019007 0.0061417 0.0190155 0.0059381 -0.316562 0.5375356 -0.3263941 0.5253495 0.0173436 0.0054863 -1.01e-05 0.0004922 -0.0002929 0.0140695 0.9309376 3.38810153856351e-05 3.39234538147148e-05 3.38939116253851e-05 3.36902004503088e-05 5.5455088067098e-05 3.39252813172519e-05 0.0213720348450388 3.3733075813797e-05 0.291253293317201 3.40930150182723e-05 0.0261820448090157 3.41396550106901e-05 0.660764373756686 3.39143138734497e-05 3.36476294261948e-05 3.39566322555121e-05
17.64711 12.39684 20.86414 9.5 12.02439 16.89254 442 408 24.00595 24.00595 44 97.326 23.08 0 0 17.736 7.605 17.52 7.808 62.07 17.563 -9 0 0.022047 0.006548 0.0221115 0.0063966 0.0228703 0.0061368 0.0227486 0.0059826 -0.1494856 0.5012249 -0.1147873 0.5109532 0.0220811 0.0063835 1.8e-06 0.0005421 -0.0002287 0.0120976 0.9235206 4.37033940234251e-05 4.36785192822458e-05 4.356620458359e-05 4.37097752815621e-05 4.35898731540576e-05 4.37221656692071e-05 0.0344720267369605 4.36753419943208e-05 0.679173808769541 4.37380669194619e-05 0.0112788858705398 4.37298694370649e-05 0.273085131151007 4.3688219257362e-05 0.00150971636352795 4.36296788212641e-05
15.84329 3.99158 25.3716 9.5 5.06507 22.85108 329 191 29.45028 29.45028 45 23.242 18.168 0 0 4.86 4.135 3.894 3.953 14.488 12.545 -9 0 0.0051945 0.0043546 0.0051406 0.0044143 0.0054536 0.0043232 0.0051813 0.0043416 -0.2246104 0.7663731 -0.0165362 0.7821556 0.005169 0.0043216 1.5e-06 0.0002154 0.0025806 0.0227151 0.9721389 0.000131725679031669 0.000131242241557536 0.000131661647725347 0.000131602481248166 0.00125307343707273 0.000132172024353914 0.00882024522784332 0.000131422606056186 0.459618773660665 0.000131599742433584 0.00344569113694536 0.000132054077057282 0.485667333127262 0.000131737372071385 0.0398777124716579 0.000131953067019352
5.15411 8.97448 25.50837 9.5 11.58431 89.18568 120 270 27.68846 27.68846 46 14.19 14.523 0 0 2.626 3.629 3.064 2.996 8.5 9.73 -9 0 0.003141 0.0035603 0.00318 0.003387 0.0031361 0.0035038 0.0032595 0.0033249 0.0057616 0.89268 -0.1432862 0.8586322 0.0031983 0.0034584 3.78e-05 0.0001918 0.0091605 0.0295975 0.9713902 4.69797074018264e-05 4.66466143250554e-05 0.000142794131923473 4.68998925186252e-05 0.000883128660214963 4.66528605130701e-05 0.0237787043614616 4.65986974167704e-05 0.545400583431782 4.65833392121598e-05 0.00394457866325483 4.67521082469563e-05 0.422967857552977 4.67470453225777e-05 0.0024618569867073 4.66359467212342e-05
