N1 N2 Na Tsplit M1 M2 shape1M1 shape2M1 shape1M2 shape2M2 propNtrlM1 propNtrlM2 dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo
3.11855 28.78419 19.51255 9.5 11.53524 11.53524 19.35551 39.547 13.37311 45.21997 160 160 85 57.136 14.891 0 0 8.42 4.877 14.608 7.331 34.108 13.179 -9 0 0.0124847 0.0050955 0.0131444 0.0049402 0.0119874 0.0040235 0.0137316 0.0039523 0.119817 0.7358078 -0.2107106 0.6876852 0.0130681 0.0049715 0.0002536 0.0007341 0.0098005 0.0247537 0.8732773 0.000111360370279236 0.000111284089764855 0.000111395564950444 0.000111327304382429 0.000111333498798901 0.000251487167586257 0.00798139094475294 0.390958452851138 0.00360303283399871 0.165090245028361 0.00739227810494696 0.370320430700147 0.00146812628807103 0.0521551320060597 0.000111373188627717 0.000111350058134085
1.06357 2.322 2.61383 9.5 10.82719 10.82719 7.57537 75.03587 11.96144 113.67634 261 261 86 13.85 4.925 0.022 0.264 2.5 2.149 4.678 3.651 6.65 4.172 -9 0 0.0027348 0.0016702 0.0031977 0.0016315 0.0025791 0.0012752 0.003193 0.0013054 0.1557639 0.983481 -0.0360939 0.835542 0.0034843 0.0018098 0.000518 0.000904 0.0732786 0.1075092 0.5992714 0.0018349462926592 8.63434880684658e-05 0.00106191846845004 0.00245983179204402 0.00123005616124889 0.000205852358944046 0.107527016968621 0.350960660915676 0.00142193612693904 0.000815117866065662 0.0656172549682725 0.463946264265583 0.00190555650147124 0.000750990376720047 8.85256661605296e-05 8.77277830765492e-05
23.27431 2.93399 5.08711 9.5 9.02022 9.02022 3.11749 95.83692 5.57208 114.07153 453 453 87 46.42 11.647 0 0 13.25 10.569 7.484 3.724 25.686 8.579 -9 0 0.0101349 0.0031955 0.0092448 0.0030929 0.0109749 0.0031645 0.0093496 0.002599 -0.2986075 0.5953997 -0.0553775 0.670315 0.0100364 0.003135 0.0003465 0.0011776 0.0155456 0.0472575 0.6638265 5.36232066980762e-05 5.36858690478954e-05 5.37382261445799e-05 0.000182841683844134 5.35267930367911e-05 5.35820007128565e-05 0.0196710527439447 0.702388026553362 5.35649739135404e-05 5.37032296525627e-05 0.00506137048974062 0.272106789585549 5.35939162397964e-05 5.36812032849699e-05 5.36112417797738e-05 5.3608283048077e-05
12.51937 0.26589 22.73105 9.5 16.51893 16.51893 13.17187 199.78043 7.47994 166.84999 426 426 88 8.702 6.607 0 0 4.952 6.191 0.962 1.124 2.788 2.67 -9 0 0.0017225 0.0015894 0.0010699 0.0009843 0.0021817 0.0018276 0.001057 0.0008322 -0.6797528 0.8226719 0.0076183 1.0159271 0.0016135 0.0017214 0.0002173 0.0008093 0.0414349 0.0719071 0.4576844 4.77811983432884e-05 4.85576934981077e-05 4.85396976895143e-05 4.79467698339155e-05 4.82179451348859e-05 4.79847019500862e-05 0.0488039936811646 0.5281817764171 4.80687854099827e-05 0.000142256056737431 0.0508678545699312 0.370945120917942 0.00015628362834682 0.000469595472677757 4.78427975589225e-05 4.81796666817421e-05
3.68541 20.92571 0.60076 9.5 8.83643 8.83643 17.74125 151.31088 16.47917 127.6534 161 161 89 54.116 10.726 0 0 8.56 4.077 19.852 9.069 25.704 7.783 -9 0 0.0094568 0.0027614 0.0110355 0.00267 0.009658 0.0024914 0.0128409 0.0028164 -0.070618 0.6542181 -0.5515772 0.4666284 0.0107682 0.0026123 0.000522 0.0006821 0.0250034 0.0321549 0.6465295 3.6231313657009e-05 3.62383548179032e-05 0.000288428381187616 0.0034577942946968 3.61982321634252e-05 6.63488299510723e-05 0.00239889675132432 0.412406402225333 5.03695988339966e-05 0.000463755247387057 0.00575349869482081 0.573939837659131 7.22603617300919e-05 0.000921370694599424 3.61502558633146e-05 3.6219104502812e-05
27.96442 17.7075 15.4437 9.5 22.9978 22.9978 12.67718 63.90063 4.32233 65.01608 397 397 90 113.716 25.857 0 0 25.362 9.226 24.5 9.099 63.854 16.435 -9 0 0.0266681 0.0070202 0.0251057 0.0047297 0.0303122 0.0061729 0.0290444 0.0045833 -0.5163203 0.3694351 -0.5571439 0.3680564 0.0260033 0.0056578 0.0001164 0.0006204 0.0023142 0.0121718 0.8428262 6.66970192894776e-05 6.71735164166124e-05 6.66997087202224e-05 0.00115501335345702 6.71713744036347e-05 0.00361736254071269 0.00292273491220446 0.193787986343576 0.000615911436340523 0.29205163779696 0.000256104456460101 0.27214383260478 0.00113908901904342 0.231908897081422 6.72190904085311e-05 6.64697458054622e-05
11.73439 1.1908 11.81934 9.5 0.31263 0.31263 3.96377 88.44055 0.82477 173.15985 169 169 91 56.192 15.149 7.678 9.338 40.1 14.376 4.312 3.356 4.102 7.908 5.44 16.097 0.0122867 0.0043457 0.0024618 0.003106 0.0124592 0.0035437 0.0023716 0.0024902 -0.0844744 0.6757618 -0.0276064 1.131772 0.0216699 0.0108972 0.0142956 0.0107227 0.4313439 0.2317938 0.0976255 5.5187140956852e-05 6.90722452432199e-05 0.000346517953162477 0.00724717950811357 0.00013849257484651 0.000401932700780577 0.00488908705840356 0.811807502267509 6.91061964296316e-05 6.90854018746149e-05 0.0041291313552808 0.170455978421512 0.000114471938722568 6.90980756463127e-05 6.90632788138205e-05 6.90938827040752e-05
6.29949 29.78658 11.50896 9.5 13.24584 13.24584 1.40508 121.89778 6.39406 181.84099 281 281 92 89.684 18.114 0.176 1.019 15.374 6.331 35.506 25.76 38.628 17.96 -8.63 2.929 0.0148185 0.0053019 0.0190246 0.004492 0.0152548 0.005028 0.0209238 0.0047065 -0.1142753 0.6619554 -0.3526871 0.4548894 0.0197802 0.0054748 0.0028587 0.0046466 0.0719861 0.11064 0.1982061 2.43030705035075e-05 2.42300944457577e-05 2.69677236666228e-05 0.00259110508108911 2.41975901272436e-05 2.42371038270266e-05 0.00130111769984789 0.360408200156984 2.4223074108031e-05 2.42201400372316e-05 0.000428746741865968 0.635001537219674 2.42561800346262e-05 2.4196255963512e-05 2.42345296640291e-05 2.42273381620955e-05
11.3581 23.04836 22.41631 9.5 14.62502 14.62502 4.66815 67.87717 3.84648 127.46928 24 24 93 112.71 18.537 0 0 20.558 7.753 29.72 10.402 62.432 14.642 -9 0 0.0257384 0.0069387 0.0264047 0.0059639 0.0255171 0.005888 0.0277489 0.004953 0.0235847 0.4591309 -0.2091111 0.4597457 0.0271099 0.006325 0.0010384 0.001323 0.0201082 0.024626 0.8241891 0.000140642828443736 0.000775578753652237 0.000641866828257775 0.048573379015051 0.00181720383097364 0.00999006843490177 0.00418601111335511 0.550694798554707 0.000530583990681722 0.0867286276659901 0.00094043864696303 0.250411899036439 0.000570108808580537 0.0437178879655633 0.000140362870207326 0.00014054165623276
13.34007 24.11979 1.13188 9.5 18.41486 18.41486 6.59987 14.7306 14.91933 93.01719 411 411 94 90.828 12.393 0 0 21.662 6.78 21.948 6.953 47.218 9.33 -9 0 0.0152706 0.002467 0.0151345 0.0024582 0.0194152 0.0030549 0.0194958 0.0030668 -0.8556687 0.3161108 -0.8961512 0.3293313 0.0152041 0.002333 1.5e-06 0.0003187 0.0001553 0.0109487 0.8291256 4.17467647382497e-05 4.21748534597032e-05 4.15858787074188e-05 0.000264300407019796 4.17382581422239e-05 0.000720814045315383 5.16343174639351e-05 0.0202275995285235 0.0028946104718297 0.656155638226204 0.000892578095346224 0.0190150627460773 0.00713184679102599 0.292395968644007 4.13308361560948e-05 4.13701359829291e-05
8.77638 16.50069 7.08063 9.5 13.33984 13.33984 7.86519 13.93048 11.30229 64.39478 457 457 95 77.828 11.813 0 0 15.204 5.558 16.318 6.291 46.306 10.304 -9 0 0.0160446 0.0034747 0.0161812 0.0036304 0.0173378 0.0030561 0.0176518 0.0031952 -0.3035174 0.4503552 -0.3430228 0.4495482 0.0161762 0.0034087 6.33e-05 0.0004503 0.0022798 0.0143751 0.8736085 7.57512734447178e-05 7.51543884789946e-05 7.48015440380627e-05 7.50317994529411e-05 7.47917741510351e-05 0.00134669779184503 0.000439045162988368 0.408757488748054 0.00345367157999956 0.313159502223606 0.00117646197583227 0.0560272058681953 0.000860796019598005 0.214253736671106 7.47301841768268e-05 7.51329950334652e-05
29.56263 13.22906 5.46893 9.5 15.36935 15.36935 5.37796 104.33612 9.79502 196.42194 344 344 96 102.98 13.739 0 0 27.29 9.589 23.644 7.385 52.046 11.268 -9 0 0.0180113 0.0031453 0.017676 0.0031511 0.0224177 0.0036254 0.0213781 0.0035811 -0.7934853 0.3303529 -0.6926551 0.3677771 0.0180502 0.0030178 0.0002065 0.0005793 0.0059085 0.0160492 0.8054281 2.45193957555737e-05 2.45271229538695e-05 0.000140868782911705 0.000553600661641959 2.45344029623663e-05 0.00010755500892315 0.00128937742993946 0.41109092100441 2.45357342238064e-05 0.000860442222565975 0.000471378799706113 0.584356507690306 2.45233720467423e-05 0.000957644456207805 2.45385224090542e-05 2.4525393036601e-05
8.60125 13.23454 21.49311 9.5 29.63664 29.63664 6.05337 6.52799 2.89082 195.46595 18 18 97 89.004 16.102 0 0 14.282 6.449 15.916 6.899 58.806 14.835 -9 0 0.0208528 0.0057102 0.0209628 0.005565 0.0206064 0.0044269 0.0210658 0.0044197 0.0228785 0.5438859 -0.038849 0.5214792 0.0209599 0.005497 5.22e-05 0.0006371 0.0013417 0.0153971 0.8905542 0.000119089592714801 0.000118966522392791 0.000118692272150824 0.000284474022434787 0.000118823570454169 0.00105970451807581 0.000119017129933572 0.105721207790237 0.000691853343436137 0.358533328560166 0.000118648438015831 0.0274466531734298 0.0013334007318899 0.474129770828648 0.0017912730449079 0.0282950964611128
12.50351 28.56705 29.22459 9.5 23.12478 23.12478 1.96323 175.06229 6.73598 11.85007 434 434 98 101.85 33.191 0 0 18.074 8.912 19.614 11.001 64.162 22.869 -9 0 0.0340599 0.0102572 0.0317019 0.0071506 0.0336828 0.0081007 0.032375 0.0057433 0.0087187 0.4687264 -0.1008421 0.4407893 0.0335053 0.0087188 0.0006243 0.0024096 0.0090558 0.0333986 0.8755559 6.00921357021095e-05 6.01331888392932e-05 5.98807219207479e-05 0.00243650489076148 6.0300277380833e-05 5.96368436132287e-05 0.00446201383499643 0.475190408994926 6.00766178106906e-05 6.00761933196289e-05 0.00974373738918954 0.506799612275408 0.000375322832409212 0.000452074491607604 5.98972216445852e-05 6.02320904698176e-05
22.69769 19.77069 11.4816 9.5 1.54369 1.54369 1.98109 174.97174 5.22438 42.63571 280 280 99 112.62 23.092 0.296 1.127 36.926 17.181 35.288 15.759 40.11 25.499 -8.48 3.21 0.022093 0.0065099 0.0208249 0.0051708 0.0249804 0.0068527 0.0235603 0.0056844 -0.4653671 0.4088424 -0.4526114 0.4598777 0.0261833 0.0065796 0.0047243 0.0057146 0.098699 0.1159841 0.6493361 5.27567555462148e-05 5.27608908640026e-05 0.000726988712159144 0.00227585477349978 5.27923306306922e-05 5.28073162686431e-05 0.00422763318684688 0.61286951257617 5.28592107196625e-05 5.27880939075348e-05 0.00395529542932371 0.375416653277969 5.2805773624487e-05 5.28994653791858e-05 5.28070982544466e-05 5.27851088360446e-05
26.7682 15.19133 5.59097 10 11.07788 11.07788 9.04191 67.9425 15.85145 184.08978 334 334 0 107.602 16.31 0 0 26.312 8.621 24.904 8.282 56.386 11.547 -9 0 0.0191629 0.0035621 0.0190725 0.0032535 0.0236201 0.0038092 0.0231336 0.0035821 -0.7651182 0.3515744 -0.7055615 0.3592444 0.0192961 0.0033061 0.0001784 0.0005565 0.0044969 0.0141531 0.7821135 0.000101342196393423 0.000100765970628498 0.00010111396551239 0.00344741306258331 0.000166267429981223 0.00261528249969078 0.00511156159918524 0.369802765961874 0.000563358954390345 0.0187691022384826 0.00956573173413575 0.554811204399993 0.0021023062104224 0.0325385282863043 0.000101925769249393 0.000101329721173676
0.27027 3.07811 25.75048 10 22.76449 22.76449 6.8456 75.3923 13.76633 197.98156 339 339 1 6.402 3.57 0.002 0.045 0.784 0.914 3.412 3.302 2.204 2.065 -9 0 0.0008715 0.0007602 0.0014226 0.0010849 0.0008422 0.0006294 0.001583 0.0009841 0.0543536 0.9290321 -0.3565511 0.8829756 0.0013763 0.0011275 0.0002293 0.0005434 0.0603891 0.0964709 0.3911604 4.9191281539664e-05 4.92009957681295e-05 9.61450367112035e-05 7.66678977125571e-05 0.000212132304393243 8.11522216218841e-05 0.021973314284407 0.803411318184478 0.00048195815616193 0.000404843524021585 0.0292923417869668 0.140430198013005 0.000794355267934448 0.00254875632311505 4.92453623179214e-05 4.91793598453084e-05
19.19647 27.23971 3.30277 10 4.09541 4.09541 11.35517 195.76329 0.52625 120.00021 327 327 2 112.818 12.886 0 0 29.42 8.599 34.086 11.198 49.312 13.192 -9 0 0.0177687 0.0029524 0.0180832 0.0027374 0.0223765 0.0039095 0.0236488 0.003527 -0.8159527 0.3689855 -0.949047 0.3091785 0.0185815 0.0026689 0.0006556 0.0010585 0.0184079 0.0292136 0.6719152 4.07386223386579e-05 4.07840571252711e-05 4.07456866913422e-05 0.00238921495374555 4.07900285204806e-05 0.000188372115603363 0.00223315209394505 0.531454337229219 4.0699825762928e-05 0.000494526522413853 0.00654346810512141 0.455940221151082 4.06874898408891e-05 0.000430701698083685 4.08158401365204e-05 4.07445803696183e-05
18.56572 6.63369 11.71727 10 29.49942 29.49942 11.40171 11.22706 10.53247 75.63581 455 455 3 75.19 12.988 0 0 14.166 5.979 13.22 5.786 47.804 11.642 -9 0 0.0167121 0.0042143 0.0165932 0.004171 0.0174675 0.0035108 0.0172008 0.0034164 -0.1904644 0.5130472 -0.1540098 0.5368941 0.0166549 0.0040758 2.3e-06 0.0004979 6.11e-05 0.0146774 0.8932202 5.04269796520748e-05 4.94975976706281e-05 4.955066497483e-05 4.94451768620925e-05 4.9688500705816e-05 4.94572387192271e-05 0.000801711889504945 0.0192351070316886 0.00364111296455697 0.462136028756026 8.3069028112787e-05 0.0117917893758328 0.00114948836379602 0.500764601467106 4.94790456710391e-05 4.95459191195932e-05
29.82525 5.268 21.0437 10 7.84226 7.84226 11.79238 193.35166 13.82636 187.63982 87 87 4 97.12 18.586 0.002 0.045 38.456 16.559 13.17 6.111 45.492 15.941 -9 0 0.0224067 0.0061376 0.0174837 0.0062249 0.0239178 0.0052327 0.0166935 0.0049741 -0.2761203 0.5069331 0.1732577 0.7906221 0.0219953 0.006148 0.0020501 0.0022824 0.0495717 0.0519801 0.6170536 3.88151712362915e-05 3.85159934638933e-05 0.000167270196880098 0.00290365928700855 3.87302074003667e-05 3.88292547649987e-05 0.0031681889743117 0.670287488105151 3.85082771594971e-05 0.000371950555104645 0.00335945669529576 0.318917004204045 3.88763140170556e-05 0.000515492353363099 3.86576334554882e-05 3.85567773416495e-05
26.42218 6.09372 17.66335 10 4.35462 4.35462 6.91901 18.49874 12.29893 195.39113 270 270 5 87.434 15.155 0 0 22.778 8.891 14.164 6.078 50.492 13.338 -9 0 0.0194805 0.0050721 0.0182548 0.0049558 0.0206949 0.0042216 0.018259 0.0041368 -0.2592587 0.4860674 -0.0054037 0.5856606 0.019391 0.0050358 0.0005234 0.001013 0.0135808 0.024662 0.8299565 4.92633193881145e-05 4.91575378543447e-05 4.9134716856429e-05 0.00167103304801696 4.91437333320374e-05 0.000836305484946776 0.00342854075803406 0.577172831584318 0.000588046255860315 0.0104300435888467 0.00221019598272839 0.389312406257868 0.000301120515595468 0.013754379178044 4.91749089742667e-05 4.92231293366385e-05
28.54828 1.6939 19.12144 10 28.76525 28.76525 13.85108 80.05661 11.21119 42.20668 329 329 6 32.766 11.205 0 0 8.288 5.433 4.852 3.175 19.626 9.977 -9 0 0.0075942 0.0039535 0.0071256 0.0038961 0.0078681 0.0030625 0.0068996 0.0029207 -0.2148429 0.8138185 0.0464417 0.8266885 0.0074867 0.0038916 0.0001268 0.0004067 0.0079252 0.0248648 0.9040762 8.83766117074231e-05 8.81588880662849e-05 8.83265561300849e-05 8.82264676737348e-05 8.87303099672491e-05 0.000920624645120481 0.00790354204040831 0.379376909076631 0.00399639780513566 0.0590005726885593 0.00444961117197671 0.414670478183126 0.00410613520189549 0.124956834042301 8.8851416376563e-05 8.82248949240427e-05
25.65677 8.61852 26.53326 10 28.47999 28.47999 19.47559 151.69958 4.02609 2.33583 410 410 7 107.552 18.262 0 0 18.974 8.118 17.486 7.313 71.092 16.692 -9 0 0.0271191 0.0078702 0.0265586 0.0069404 0.0267748 0.0058098 0.0261248 0.005421 0.0123526 0.5071438 0.0450783 0.4941023 0.0269336 0.0072526 9.47e-05 0.0008587 0.0015923 0.0152248 0.8884445 0.000111569926229649 0.00316544401828125 0.000111171311528753 0.000111243763257296 0.000112041483699091 0.00078985609746294 0.000369709204426862 0.253874717831543 0.000470956706681601 0.369846810012292 0.00058197862432284 0.179286296737052 0.00019863872430346 0.178679274458867 0.000980318292043643 0.0113099728080084
12.94513 14.09645 25.58456 10 28.82628 28.82628 0.17631 187.56405 17.49528 131.09882 251 251 8 111.694 17.887 3.56 7.121 31.266 17.285 32.954 18.929 43.914 32.588 -1.094 13.831 0.0227434 0.0077676 0.0229627 0.0074321 0.0226212 0.0071694 0.0227441 0.0066478 0.0275901 0.5705011 0.0409105 0.579257 0.0338641 0.0108427 0.011011 0.0132359 0.183493 0.2144534 0.6586017 3.25167014878071e-05 3.25114123534998e-05 0.000277440958149569 0.000554197734587378 3.25139657327908e-05 3.25133575580998e-05 0.000785464916316806 0.540891692902772 3.25149113512033e-05 3.25150986841069e-05 0.00170543747663463 0.455460621428855 3.25140729827451e-05 3.25174505618454e-05 3.2514702282851e-05 3.25129096898196e-05
16.08422 19.23416 6.26147 10 29.0116 29.0116 2.70334 115.6825 15.52273 157.06699 311 311 9 100.574 13.948 0 0 23.744 8.232 24.174 8.964 52.656 13.086 -9 0 0.0184114 0.0038417 0.0184326 0.0036347 0.0216995 0.0039315 0.0217868 0.0039183 -0.6114583 0.4082942 -0.619638 0.3696796 0.0188531 0.0036365 0.0004311 0.0010572 0.0117501 0.028038 0.8034326 7.75504087636571e-05 7.76432627501973e-05 0.000142976779237078 0.00232453834835791 7.75645644913209e-05 7.76010869333464e-05 0.00626567634700535 0.237942027586677 0.000149393116130292 0.000522216489995436 0.00802000072651427 0.743308113999586 0.000160921679138538 0.000698432561675464 7.76882856721787e-05 7.76547570717816e-05
3.2028 13.97908 5.14065 10 6.08386 6.08386 13.87897 141.64347 9.34645 167.27257 164 164 10 51.206 11.508 0 0 7.822 4.067 20.484 10.464 22.9 9.275 -9 0 0.0089642 0.0036056 0.0113755 0.0033664 0.0086596 0.0028152 0.0122286 0.0030681 0.1030572 0.8418639 -0.2874721 0.5571951 0.011356 0.0035569 0.0011861 0.0014167 0.0548342 0.0613655 0.5823846 5.37843694036805e-05 5.35563484411714e-05 0.00183761529274493 0.0109985344254005 0.000103193052216158 0.000171852403716368 0.0153928369612742 0.579115021010585 0.00023290582893885 0.000221402516304611 0.00645419385348147 0.384277018001164 0.000569257365755475 0.000411485724571394 5.37714687560305e-05 5.35713772458757e-05
23.08356 29.48288 17.50083 10 2.71169 2.71169 14.6682 97.02485 18.45377 177.04755 197 197 11 88.146 38.08 0 0 20.846 10.854 22.762 13.379 44.538 19.604 -9 0 0.0332278 0.0090514 0.0284584 0.0050881 0.0362067 0.0084716 0.0327183 0.0049003 -0.3597735 0.3480965 -0.5373865 0.3371285 0.0317636 0.0068264 0.0009205 0.0011985 0.0156873 0.0204867 0.8316177 5.31704328541309e-05 5.31595802572164e-05 0.000292916460706458 0.00597260204915237 0.000171723411507469 0.00132139298128399 0.00329462350373027 0.442994845124635 0.000469182842446703 0.00781433517327157 0.00126936839606032 0.52591537873923 5.3157894476089e-05 0.0102178529698099 5.31326602383557e-05 5.3157780340543e-05
10.93864 16.27534 18.60281 10 15.504 15.504 2.28211 67.42195 18.39296 20.8553 356 356 12 100.244 17.198 0.032 0.596 19.426 7.685 21.12 10.239 59.666 17.033 -8.936 1.431 0.0222884 0.0059337 0.0224181 0.0054722 0.0227029 0.0050196 0.0231088 0.0046819 -0.0863295 0.5091671 -0.1347001 0.4572369 0.0232121 0.0056518 0.0008588 0.0024804 0.0192019 0.0535898 0.8526253 6.60292171998648e-05 6.55388115022839e-05 0.000192494672405144 0.00150848030636334 6.59263228733018e-05 6.57235627555667e-05 0.0247933182895345 0.686717407659761 6.58924074781305e-05 6.57853639683758e-05 0.0199254226134611 0.266204950592621 6.56505248087779e-05 6.55151876200736e-05 6.57876286170447e-05 6.60768390310842e-05
26.30099 13.26396 11.34382 10 9.47085 9.47085 17.41279 58.25759 18.15241 134.57747 245 245 13 111.18 13.93 0 0 25.902 7.923 23.432 7.537 61.846 11.458 -9 0 0.0218033 0.0041172 0.021539 0.0039482 0.0248964 0.0039387 0.0241681 0.0037149 -0.5083856 0.3616362 -0.4416632 0.3915502 0.0218491 0.0039246 0.000178 0.0005375 0.0040726 0.0123306 0.8492878 9.10686899660881e-05 9.09818440936767e-05 9.14327856467849e-05 0.00311750366322941 9.15004995544806e-05 0.00444139743563371 0.00272027656024963 0.231309111203603 0.0019561086791191 0.334880025237798 0.00210281645743238 0.128915804103149 0.00142827743769976 0.288581305625509 9.1268919499027e-05 9.11208578171452e-05
28.55079 25.46126 27.73624 10 4.79251 4.79251 12.65803 84.14886 6.75185 110.77002 371 371 14 54.034 24.65 0 0 11.886 6.684 9.798 6.891 32.35 14.934 -9 0 0.0466183 0.0089638 0.0362797 0.0065093 0.0473727 0.0072821 0.0396506 0.0056582 -0.0823479 0.3480642 -0.3562358 0.3599926 0.0417852 0.007498 0.0003362 0.0009674 0.0042029 0.0118286 0.8613759 7.34293013643885e-05 7.35988715933408e-05 7.32318169133372e-05 0.00511413427252097 7.37275806931276e-05 0.00314098078857525 0.00116081940682151 0.615633409884163 0.000259059618940817 0.0329408516101017 0.000516267454952724 0.309757775794871 0.000877259957663643 0.0301587506030263 7.34082203299658e-05 7.32948174688305e-05
18.618 24.67208 27.26856 10 25.94892 25.94892 14.28825 1.73631 4.08384 118.38876 110 110 15 67.878 43.135 0 0 13.19 9.665 12 10.093 42.688 26.624 -9 0 0.0393214 0.0098494 0.0325625 0.006259 0.0390784 0.007617 0.0347117 0.0053117 -0.0113379 0.4259695 -0.2616615 0.400313 0.0359964 0.007791 5.45e-05 0.0007461 0.0007602 0.0104145 0.8623673 3.51545733440744e-05 3.55313400177793e-05 3.55070055011003e-05 3.5587100270287e-05 3.51513773820688e-05 0.000742294243566823 3.51567162257132e-05 0.0514055163834097 3.52901112652072e-05 0.533372658520287 3.56525204367479e-05 0.0400802078876527 3.50616289489872e-05 0.374010451333047 3.52647259941853e-05 3.5514532650647e-05
8.29283 10.69083 11.17672 10 18.56758 18.56758 14.68112 12.6894 9.42495 20.62735 394 394 16 72.774 12.95 0 0 12.848 5.657 13.37 5.975 46.556 11.336 -9 0 0.0161804 0.0040737 0.0162863 0.0039678 0.0167442 0.0034209 0.0168913 0.0034771 -0.1429119 0.527484 -0.1448402 0.517806 0.0163249 0.0039099 9.16e-05 0.0006275 0.0027196 0.0186619 0.8550577 7.65803741367097e-05 7.60796470204623e-05 7.63114780374039e-05 7.67068975484759e-05 7.61802773565393e-05 0.000951779384811682 0.000430234827848393 0.191251808791134 0.00164879252263966 0.35976111842137 7.60142886476251e-05 0.100696673731205 0.00287741878387856 0.341771178253105 7.65666291161144e-05 7.65556921436468e-05
7.51956 8.13847 28.17624 10 8.31649 8.31649 5.61558 95.89029 4.40441 183.96846 18 18 17 80.968 16.579 0.068 1.139 18.404 8.861 19.618 9.327 42.878 16.005 -8.884 1.859 0.018273 0.0063307 0.0190107 0.006245 0.0172752 0.004567 0.0176169 0.0046808 0.1917764 0.7481801 0.2941411 0.7124879 0.0218753 0.0069461 0.0032334 0.0038339 0.0783735 0.0792437 0.6066371 0.000105772548297953 6.8474206064279e-05 0.000218309772271347 0.0132073075404024 0.000138214427452737 0.000270618304004492 0.00122998289504411 0.194704036353981 6.84914937652326e-05 6.84892389050559e-05 0.0137280687424018 0.775199170260051 6.8486945500532e-05 0.000787549159873614 6.85591316533827e-05 6.84689803313519e-05
17.27965 14.36772 22.73456 10 8.92757 8.92757 6.9912 54.85398 6.38112 97.25721 372 372 18 114.014 18.098 0 0 21.654 7.982 21.498 8.135 70.862 15.348 -9 0 0.0273514 0.0067704 0.0268665 0.0054576 0.02794 0.0056089 0.0275488 0.0047953 -0.0989832 0.449253 -0.1010752 0.4270118 0.027424 0.0059085 0.0003151 0.0010314 0.0060883 0.020336 0.846433 5.07045407579457e-05 4.99147035983613e-05 5.0203184199056e-05 0.000195559019832979 5.02138187001218e-05 0.000641175678080998 0.00377538146484401 0.463876773567357 0.000490995472579275 0.0135054881925284 0.000860265251335064 0.500419736445566 0.000272225144295724 0.0156606563846577 5.04280857291795e-05 5.02790459376316e-05
19.10981 23.76227 8.7361 10 18.99504 18.99504 8.98185 180.56128 2.40402 77.27325 224 224 19 114.466 16.64 0 0 27.462 8.77 27.652 9.169 59.352 12.078 -9 0 0.0218364 0.0046517 0.0212724 0.0035675 0.0260487 0.0049097 0.0257149 0.0039611 -0.6593509 0.3414728 -0.6999601 0.3295164 0.0218788 0.0039002 0.0003244 0.0006888 0.0078111 0.0162954 0.7952795 8.20264444126802e-05 8.20588778313979e-05 0.000341694855245083 0.0130977913978859 8.25777654627977e-05 0.00200248770975628 0.0176964327882765 0.507729620515847 0.00029977599399553 0.00549329482203354 0.00741965668128758 0.435814819303749 0.000828405884066509 0.0088648903957259 8.19340947770522e-05 8.25324696468901e-05
12.5439 14.76758 28.97738 10 7.94537 7.94537 14.63503 36.33591 8.80957 6.32138 386 386 20 109.816 20.673 0 0 17.96 7.545 19.374 8.634 72.482 16.9 -9 0 0.0287927 0.008041 0.0283219 0.0065848 0.0279913 0.0062558 0.0280094 0.0053245 0.0910575 0.4986374 0.0339479 0.4850924 0.0286988 0.0071127 0.0001416 0.0008486 0.0024519 0.0150678 0.8636567 0.000117512251609661 0.00212464624130815 0.000116300635885124 0.0149798561829881 0.000116989977116052 0.0100222092036071 0.000465382499675263 0.197477256662891 0.000837753605980297 0.196183899662435 0.000115131442965729 0.193721123363361 0.00167999384267303 0.374259808760217 0.00064698120918303 0.00713515445810411
25.40555 10.4873 0.75941 10 28.44181 28.44181 5.84574 14.32011 12.94238 28.14116 153 153 21 83.942 11.833 0 0 19.856 6.557 18.532 6.428 45.554 9.29 -9 0 0.0150151 0.0024729 0.0150187 0.0026625 0.0184371 0.0029608 0.0180639 0.0030969 -0.739164 0.3452094 -0.6696203 0.3623544 0.0150635 0.0024445 4.65e-05 0.0003854 0.0016523 0.013174 0.8279475 6.61178997767792e-05 6.60819795110146e-05 6.61483437661273e-05 6.65593667396518e-05 6.64540396823677e-05 0.00311423103807844 0.000103255897293133 0.160735699548322 0.00106509402736238 0.287796953631158 0.000723951536054246 0.127646164171981 0.003833712972454 0.414517281752245 6.62046514715856e-05 6.60891441048252e-05
