N1 N2 Na Tsplit shape1Ne shape2Ne propNtrlNe1 propNtrlNe2 dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo
2.26012 9.5797 17.5123 6 5.07457 151.19767 76 236 23 40.924 18.883 20.518 11.661 1.552 3.608 18.852 20.791 0.002 0.045 5.08 14.388 0.0004399 0.0010715 0.0054449 0.0063719 0.000438 0.0010177 0.0053144 0.0058611 -0.0170874 0.5766105 0.0287441 0.7791492 0.0263455 0.0109409 0.0234031 0.0109878 0.8046622 0.1953031 -0.0497104 0.988773095363482 0.000899770169171563 0.00489646980629319 3.11524343580409e-05 0.00105755617995411 3.11709937355493e-05 0.000858873154033299 3.1125825282056e-05 0.000118920307177687 3.11687886376741e-05 0.000743766730734653 3.11433424393308e-05 0.00240233627202333 3.11297446920334e-05 3.11540253467952e-05 3.11668626387004e-05
10.83214 14.50309 16.55165 6 17.4092 194.05032 243 207 24 45.252 21.691 8.784 7.765 17.334 16.165 18.828 18.728 0.306 1.416 4.972 11.347 0.0047298 0.0047346 0.0050382 0.005245 0.0049722 0.004662 0.0053933 0.0054357 -0.1625902 0.7751173 -0.1131003 0.8166911 0.0170186 0.0076849 0.0121346 0.0074906 0.5708466 0.2418505 0.0087165 0.882614218566052 3.13410159162896e-05 0.0651256143408466 3.13330299508645e-05 0.0507311678591593 3.13520632585377e-05 0.000318884532658956 3.1340212802126e-05 3.13405668646216e-05 3.13300256654124e-05 0.000865383273965362 3.13481516130536e-05 3.13342842930417e-05 3.1334633177309e-05 3.13309111721066e-05 3.13465326041646e-05
11.82304 20.35841 12.09606 6 16.48147 129.09054 414 98 25 62.59 21.162 9.95 7.828 34.162 16.83 17.492 19.425 0.986 3.407 10.228 12.322 0.0099799 0.0054222 0.0049947 0.0057074 0.0099229 0.0049041 0.0052191 0.0060765 -0.026303 0.6931698 -0.0794753 0.8524125 0.0233095 0.0071445 0.0158221 0.007321 0.5239252 0.1861613 -0.0083819 0.848407358788589 5.36510800856863e-05 0.117844289046013 5.36578168255906e-05 0.031964717619906 5.36633679269064e-05 0.000926159834419575 5.36472810210347e-05 5.36552248976519e-05 5.36516223759227e-05 0.000267277402106668 5.36465257422826e-05 5.36584999527027e-05 5.3655457077971e-05 5.36594155520959e-05 5.36510175075921e-05
4.26038 8.00192 3.81502 6 0.63742 116.8686 44 277 26 25.46 11.256 10.718 5.523 1.382 4.417 13.36 12.85 0 0 1.108 11.416 0.0003707 0.0012203 0.0035616 0.0035715 0.0003895 0.0012451 0.0037658 0.0036221 -0.0252325 0.3833445 -0.1307627 0.5359488 0.0142259 0.0043935 0.0122597 0.0048323 0.7710151 0.2174359 0.0624718 0.816248026795778 4.13298192494518e-05 0.101270570404701 4.12603389713096e-05 0.0803115875802811 4.12374031413202e-05 0.000627653694019839 4.12477461055759e-05 4.12837647223078e-05 4.12521549759932e-05 0.0010880449988644 4.13213252184838e-05 4.12801631242108e-05 4.13144243282152e-05 4.12790244848083e-05 4.13103620346522e-05
23.67214 3.49751 2.11696 6 10.31283 29.06823 444 391 27 56.13 11.986 3.826 2.498 42.352 11.867 9.926 5.326 0.026 0.203 -1.64 10.259 0.0093196 0.0025367 0.0028407 0.0017628 0.0119451 0.0033473 0.0028052 0.00151 -0.821039 0.4908513 0.0071548 0.8611677 0.0127422 0.0028767 0.006662 0.0026128 0.3578983 0.116613 -0.0300104 0.855834133084876 0.0013478378661954 0.0752033923698109 0.00018583690373877 0.0656139806466342 0.000100178298141121 0.00030336256152503 0.000285015682718641 5.64454875091197e-05 5.63800867399752e-05 0.000363401797025943 0.000424331822530568 5.6434792197115e-05 5.6404624393357e-05 5.6435611623954e-05 5.64283643396443e-05
4.03445 28.74114 2.58295 6 12.92252 116.87501 0 414 28 51.566 16.658 6.536 3.1 1.39 1.329 43.64 17.663 0 0 6.742 10.076 0.0003957 0.0004515 0.0091597 0.0035626 0.0003918 0.0003745 0.0123008 0.0049786 -0.0246289 0.808643 -0.8868332 0.6195712 0.0129772 0.0032809 0.0081995 0.0032292 0.4707471 0.1677361 -0.0062744 0.0752030275924926 2.29836652893999e-05 0.205051380353932 0.000124367464333957 0.719136232437213 2.2949876967609e-05 2.29536897630712e-05 2.30907435818386e-05 2.29502523179509e-05 2.29534410124355e-05 0.000232196463114131 2.30208501336997e-05 2.29318816821571e-05 2.29738616242839e-05 2.30207334016059e-05 2.2966693140003e-05
6.74217 28.05336 27.23458 6 16.04591 195.42482 90 456 29 85.146 30.898 10.172 10.128 5.302 8.705 67.286 30.088 2.386 7.819 11.36 13.961 0.0024283 0.0049114 0.0192486 0.010733 0.0030859 0.0067701 0.020497 0.0097211 -0.1023315 0.9867475 -0.3301045 0.6549481 0.029536 0.0151674 0.0186976 0.0120298 0.4595908 0.1703369 0.2528616 0.979213574609079 5.4065606807492e-05 0.0133198306689322 0.00056699534249296 0.00310706173974372 5.429689764897e-05 0.000620813763668161 0.000158883065868146 0.000165024812670983 5.41354280143964e-05 0.00189361724307743 5.41298969851112e-05 0.0005755144811796 5.40209475894248e-05 5.40449524888811e-05 5.39905437535498e-05
0.43196 2.76118 27.83976 6 6.9809 14.03498 419 458 30 29.004 8.622 18.426 7.485 1.366 1.378 9.212 5.008 0 0 11.468 7.631 0.0003848 0.0004459 0.0026399 0.0017144 0.000385 0.0003885 0.0025966 0.0014115 -0.0095642 0.8218318 -0.0023849 0.8585358 0.0213337 0.0074864 0.0198214 0.0074124 0.8627341 0.0801099 -0.0259751 0.604081855465124 0.0236603365910121 0.222958328423357 0.0444229686101319 0.0623126936047951 0.0392244830155717 0.00082924620183511 0.000195682031701184 0.000195717502814753 0.000196255295698489 0.00019566977960664 0.000944355305741744 0.000195798676898064 0.000195519916532094 0.000195578103433124 0.000195511475747074
18.72868 4.9208 13.64714 6 13.19504 128.02607 212 106 31 42.212 21.724 12.558 9.091 24.49 23.116 5.074 7.19 0.09 0.914 8.832 10.638 0.0064317 0.0062168 0.0014446 0.0022138 0.0069283 0.0065546 0.0014556 0.0021084 -0.1456523 0.821347 -0.0709898 0.8413898 0.0195226 0.0090307 0.0155845 0.008887 0.673247 0.2216127 -0.0025177 0.734804802007596 3.76667636706186e-05 0.145227442699467 3.73032991185757e-05 0.118166835268211 3.73393955586041e-05 0.000732291700833286 3.72530727991388e-05 3.71929048455771e-05 3.73108035118315e-05 0.000658384380248795 3.7318938344856e-05 3.72653371750771e-05 3.71789511863733e-05 3.7234037138295e-05 3.7180440294511e-05
20.58954 24.19622 29.08605 6 1.38872 18.25968 290 338 32 88.018 34.244 10.65 13.385 29.062 30.738 40.878 35.732 7.428 10.921 11.588 15.399 0.0164956 0.0150369 0.0185195 0.0131034 0.0178891 0.016157 0.0189258 0.013019 -0.2010404 0.7232221 -0.0680292 0.7292005 0.0393569 0.0122429 0.0218494 0.0127809 0.4238704 0.2521267 0.2365485 0.976061541511092 3.3163146399389e-05 0.0131168723784261 3.31710616955634e-05 0.00675956714384194 3.31699595334966e-05 0.000914040428010693 3.31661265177391e-05 3.31785522461357e-05 3.31786294276331e-05 0.00256478153417734 3.31698255071886e-05 0.000251488712390656 3.31738123542109e-05 3.31734853949315e-05 3.31636929851701e-05
28.30944 13.07148 8.4481 6 6.98859 179.28027 11 364 33 35.356 14.38 6.764 4.093 4.726 7.082 23.86 14.94 0.006 0.1 2.702 10.436 0.0012689 0.0015646 0.0059012 0.0037404 0.0013338 0.0020035 0.0067271 0.0042135 -0.033015 0.9341484 -0.3349811 0.6683518 0.0124032 0.003593 0.0088182 0.0038212 0.5682342 0.2132193 -0.0394531 0.723907916510267 5.5642455638814e-05 0.157021250762681 5.57234589752344e-05 0.118347266040683 5.56429989129315e-05 5.5614321329773e-05 5.56244386912335e-05 5.55278864583426e-05 5.56835743867428e-05 5.5835955700094e-05 5.58126914834439e-05 5.55429499528795e-05 5.55616510596804e-05 5.57422258423799e-05 5.56120779381939e-05
17.39868 18.31578 29.9014 6 3.35484 22.95322 268 445 34 75.338 24.439 4.856 7.764 25.286 19.392 42.51 19.981 2.686 5.833 0.268 12.908 0.0085836 0.0088614 0.0127067 0.0077855 0.0093733 0.0093384 0.0137417 0.007061 -0.2363274 0.7679416 -0.3675065 0.61046 0.0216231 0.0123659 0.010978 0.0093923 0.3405276 0.1829885 0.3494666 0.95187722381453 2.40366729014673e-05 0.0125914358388956 2.40346869788807e-05 0.0344417515376855 2.40225952386908e-05 0.000237289456717537 2.40290051861408e-05 0.000351167036199284 2.39959378658856e-05 0.00026092384403708 2.39550573371427e-05 2.40297788442431e-05 2.40277770885516e-05 2.40388408484879e-05 2.40381196456288e-05
1.59846 15.9938 27.42926 6 19.51862 97.15503 165 219 35 38.814 17.673 12.348 8.791 2.678 3.224 23.788 18.534 0 0 11.312 8.608 0.0007533 0.0009909 0.006295 0.0050087 0.0007548 0.0009088 0.0067051 0.0052241 -0.0201035 0.7956761 -0.1493741 0.7985713 0.018464 0.0087003 0.0149399 0.0086426 0.6819956 0.1868774 0.0134714 0.786153316991 5.53132218800575e-05 0.138005575309246 0.000453575028516582 0.0747635641548249 0.000309329516634384 2.5943246119523e-05 2.59385244269183e-05 2.59353039262793e-05 2.59091640907368e-05 2.59254513623663e-05 2.59424458317005e-05 2.59303762596625e-05 2.59412531232091e-05 2.59318413593133e-05 2.59281713975578e-05
19.31271 9.08169 21.96152 6 3.23984 164.53383 493 416 36 82.33 26.401 3.55 5.168 51.106 17.878 24.374 13.294 3.3 6.367 -1.858 11.654 0.014426 0.0072777 0.0079048 0.0056631 0.0155818 0.0062577 0.0079583 0.0051304 -0.3938303 0.6250986 -0.0906738 0.6912196 0.0224781 0.0122721 0.0113127 0.0084342 0.3191613 0.1327977 0.4200371 0.921391975014192 2.67181768823196e-05 0.0470900124281046 0.000125055728413328 0.0303999798302646 2.67205093144855e-05 0.000178409795167696 2.67319675306851e-05 0.00037724649277659 2.67164838706955e-05 0.000196812449466762 2.67236652885561e-05 2.67264385993171e-05 2.67254212595195e-05 2.67190516677838e-05 2.67265472012635e-05
4.39261 29.94548 1.79728 6 3.11473 30.93143 4 295 37 44.762 20.948 7.778 3.611 1.51 1.983 35.474 22.956 0 0 7.448 9.459 0.0004255 0.0005828 0.0076404 0.0045588 0.0004256 0.0005591 0.009999 0.0064706 0.0090423 0.8674906 -0.6562476 0.7870397 0.0135702 0.0031907 0.0095373 0.0035822 0.5660785 0.2170174 -0.066329 0.234339692742107 3.41982316769117e-05 0.153292047268204 3.42578232351799e-05 0.611922727780968 3.4394768523781e-05 3.41610871909227e-05 3.41716717031948e-05 3.42498091652568e-05 3.4229080110249e-05 3.47767758950887e-05 3.41992552314622e-05 3.4268448438112e-05 3.42724598592188e-05 3.42197945752287e-05 3.41330031165376e-05
5.17798 28.72065 14.8729 6 6.968 169.5727 323 174 38 51.594 27.735 13.202 9.872 12.36 10.358 25.716 31.275 0.316 1.865 8.526 12.209 0.0036553 0.0034359 0.0063886 0.0079606 0.0035775 0.0030826 0.0073416 0.0089736 0.0199019 0.8000035 -0.2640709 0.8513651 0.0220072 0.0092429 0.0169852 0.0093147 0.6406072 0.2396233 -0.1022155 0.986053312747134 2.16468346419139e-05 0.00637763554235486 2.16505296612314e-05 0.00648417366384318 2.16487447283605e-05 0.000534650592451842 2.16504527340294e-05 2.16431731886676e-05 2.16465317157361e-05 0.000223127902332364 2.1649431710827e-05 0.000110612802928469 2.16500295471123e-05 2.16487580260069e-05 2.16522630012323e-05
2.61465 7.45745 12.69383 6 7.40558 79.67182 23 319 39 39.548 14 18.968 9.158 1.202 2.432 19.378 14.862 0 0 10.05 13.448 0.0003548 0.0007696 0.005602 0.0046251 0.0003388 0.0006854 0.0054621 0.0041892 0.0336399 0.7124506 0.0209416 0.7663009 0.024736 0.0085476 0.0217576 0.0086072 0.7878127 0.1590044 -0.0269031 0.966079254917709 3.57226364148106e-05 0.0247889273861175 3.57350144541747e-05 0.00722846759264478 3.57313917953975e-05 0.00033005532171826 9.91312322960499e-05 3.57149371993939e-05 3.5702822063838e-05 0.00111696122279552 3.57449762329566e-05 3.562776695721e-05 3.57365067438147e-05 3.57543849218201e-05 3.57318899352667e-05
4.90699 19.62058 2.36551 6 8.92713 79.25363 246 179 40 35.074 16.906 6.83 4.025 8.844 8.066 19.392 17.604 0.008 0.089 3.966 10.31 0.0024964 0.0024286 0.004593 0.0038907 0.0024951 0.0022777 0.0054683 0.0049664 -0.0106521 0.7965729 -0.3336325 0.8538192 0.0125 0.0031697 0.0089552 0.0035791 0.5822353 0.2155529 -0.0423847 0.821053433534424 4.54700990078989e-05 0.10969759635738 4.54682500714392e-05 0.0686578750712853 4.54687731043675e-05 4.5469160798655e-05 4.54698424536128e-05 4.54704822839358e-05 4.54684499345973e-05 4.54675300256479e-05 4.546843196307e-05 4.54706665794625e-05 4.54632887152771e-05 4.54699155290426e-05 4.54701464434128e-05
2.84835 1.0535 22.32745 6 11.73817 155.78205 474 333 41 42.122 13.283 28.632 12.062 10.936 7.403 2.554 2.455 0 0 15.01 8.044 0.0032394 0.0029238 0.0007188 0.0007788 0.0030825 0.0020866 0.0007199 0.000692 0.0262427 0.953212 -0.0360182 0.7953901 0.0324773 0.0119661 0.0304982 0.0118948 0.877121 0.0859489 0.0376676 0.864977700568099 0.00342840160429087 0.110926003395693 0.000807503099667136 0.0172986772765507 0.000927089268454067 4.31596387567325e-05 0.000145853006183016 4.31595541448202e-05 0.000135124103908563 4.31596585526204e-05 5.85214531315652e-05 0.000974475822150983 0.000104851975990175 4.31596987411891e-05 4.31598756860195e-05
29.33719 13.38022 7.51546 6 8.4023 83.99017 158 334 42 57.68 25.58 6.57 6.03 24.204 23.422 26.178 17.141 0.728 2.277 3.26 11.864 0.0059175 0.0054966 0.0071573 0.0049143 0.0070276 0.006904 0.007584 0.0050021 -0.3221183 0.8593222 -0.1729342 0.6986928 0.0169949 0.005228 0.0104575 0.005583 0.4681068 0.2300635 0.0446142 0.874242875699845 5.28527131422168e-05 0.0872893908042292 5.28402989153694e-05 0.0371313031447066 5.28536193664552e-05 8.01021694645786e-05 5.28434591586018e-05 0.000380036393856924 5.28541122914714e-05 0.000347812035343681 5.28441971252939e-05 5.28439847665418e-05 5.28460061466912e-05 5.28592437825299e-05 5.28421178591793e-05
20.51506 27.96723 6.46179 6 10.06406 150.74819 421 415 43 86.856 23.297 2.172 3.922 38.19 16.865 44.21 19.591 2.284 3.617 -4.44 9.413 0.0096024 0.0045448 0.0102408 0.0048735 0.0114191 0.0051911 0.0131109 0.0058872 -0.5439062 0.6273947 -0.8030975 0.5730015 0.0158424 0.0043162 0.0059208 0.004139 0.2410295 0.1702668 0.1166747 0.972924490055365 2.04200561317417e-05 0.0179378893270303 2.03993600497446e-05 0.00780887309041719 2.04058850376285e-05 0.000519602033781585 2.04116048921026e-05 4.52680499159984e-05 2.04006026295614e-05 0.000302400716417912 2.04194192056204e-05 0.000277846804400983 2.03811790888864e-05 2.03915363319272e-05 2.0400279303339e-05
28.44372 8.63119 4.64468 6 13.3409 96.12881 290 16 44 44.672 19.766 6.53 3.178 33.858 20.642 4.272 4.472 0.012 0.19 5.808 10.06 0.0073003 0.0039853 0.0012042 0.0013447 0.0095469 0.0058217 0.0012075 0.0012782 -0.6513883 0.7642543 -0.0335581 0.903219 0.0126818 0.0031298 0.0084295 0.0031961 0.5181946 0.1890536 -0.0076345 0.574904853597968 5.88377133967856e-05 0.130815890346899 5.885280532797e-05 0.293514358161493 5.8832208141412e-05 5.88414725330199e-05 5.88592831169135e-05 5.8821107640689e-05 5.88240734200698e-05 5.88070030705169e-05 5.88281947215908e-05 5.88372848361942e-05 5.88439475121775e-05 5.8831571355654e-05 5.88812285680727e-05
19.40478 22.03647 5.7363 6 7.14741 41.77231 374 269 45 67.596 22.134 2.986 3.533 34.186 16.13 29.614 18.633 0.81 1.984 -3.204 9.843 0.0083127 0.0039437 0.0071553 0.0043001 0.0098643 0.0046954 0.0085756 0.0054838 -0.5167795 0.6321915 -0.4676515 0.7290098 0.0142248 0.0035854 0.0064908 0.003698 0.3111701 0.1771257 0.0011218 0.915952557663325 2.32364257480928e-05 0.0531561932471128 2.32354932420285e-05 0.0303491661529851 2.32309245158186e-05 6.81615780072019e-05 2.32373954328203e-05 2.32286757551019e-05 2.32290613814683e-05 2.32558818561064e-05 2.3238956502016e-05 0.000218305619851949 2.3238603600489e-05 2.32405610921623e-05 2.32437595915935e-05
12.46118 23.26481 25.27814 6 13.98279 73.75229 496 31 46 60.22 17.441 5.922 5.178 38.288 12.021 15.494 11.23 0.516 1.98 4.154 12.443 0.0104503 0.004255 0.0044506 0.0034314 0.0109377 0.0034669 0.0045127 0.0034527 -0.2210205 0.5646286 -0.0468838 0.8210757 0.0191384 0.0082792 0.011688 0.0067789 0.4334448 0.1200215 0.0962947 0.550136993574656 0.000415061063685187 0.134832248936624 0.000444478289096283 0.312685362752399 0.000534245807259393 0.000392004542857162 6.2119937896004e-05 6.22331531740021e-05 6.21713146328789e-05 6.21856868342808e-05 6.21854577279627e-05 6.21614517483682e-05 6.21727972981208e-05 6.22148822016299e-05 6.21603519088855e-05
6.95923 6.00933 0.73152 6 16.4354 68.02976 171 156 47 27.456 10.007 7.886 3.969 10.782 9.28 8.786 7.4 0.002 0.045 6.25 9.234 0.0028507 0.0025009 0.0023728 0.0021035 0.0030397 0.0026165 0.0024771 0.0020871 -0.1761528 0.8592442 -0.1377486 0.8892922 0.0127013 0.0032553 0.0100896 0.0034474 0.6709022 0.1749647 0.0152995 0.968184395686805 2.12517915600376e-05 0.0153577244343884 0.000115287855212136 0.0160691952843219 3.96339729176402e-05 2.12461021069189e-05 2.12504078510725e-05 2.12498425285168e-05 2.12559121649823e-05 2.1252768266973e-05 2.12539107441041e-05 2.12463006935413e-05 2.12463402975935e-05 2.12551493351571e-05 2.12542408065229e-05
15.69515 3.31548 6.13584 6 0.49006 15.30751 7 151 48 19.324 8.036 13.452 5.445 2.17 5.392 3.702 5.752 0 0 -1.394 10.262 0.0005819 0.0013396 0.0010391 0.0017034 0.0006117 0.0015199 0.0010435 0.0016214 -0.0100892 0.6746895 -0.0324094 0.5694039 0.0149877 0.0052686 0.0141772 0.0052878 0.8998245 0.1239541 -0.0255568 0.783076486445154 0.000276363578872845 0.161855810741539 0.000361055352117609 0.0526909812530002 0.000244373651544117 5.75195983623198e-05 5.69534317753352e-05 5.6964371255423e-05 5.63610193672677e-05 0.000671578950386951 5.72819552542164e-05 0.000367948439809344 5.68467742939474e-05 5.65572164393148e-05 5.69172208288983e-05
5.66514 12.29765 3.85482 6 10.21681 10.42203 249 339 49 48.578 10.804 4.74 3.369 14.144 7.01 29.524 9.884 0.17 0.711 1.348 11.167 0.004027 0.0022868 0.007798 0.0027063 0.0040347 0.0020309 0.0083698 0.0028168 -0.0501745 0.8557758 -0.2364934 0.6113781 0.0148754 0.0034091 0.0089629 0.0032703 0.4364273 0.1280951 0.0098359 0.606001952965285 0.00201974770541439 0.272165386993498 0.000261485255316939 0.11859499910962 0.000342634738628707 4.00365056824912e-05 7.53354852759801e-05 4.00627409915674e-05 4.00273774542792e-05 0.000204851291253652 5.33699585797648e-05 4.00388896713046e-05 4.00094184607756e-05 4.00147724467758e-05 4.00467924205521e-05
7.5216 28.22255 23.72591 6 19.52562 100.9873 366 446 50 93.56 27.616 5.716 6.77 18.91 11.873 64.252 24.977 4.682 8.304 3.174 13.631 0.0077207 0.006594 0.019101 0.0092958 0.008093 0.0077139 0.0206492 0.0086299 -0.043323 0.9035799 -0.3617834 0.6027074 0.0284881 0.0120132 0.0150773 0.0085887 0.365671 0.1501306 0.3702962 0.257687735479907 6.85446981164868e-05 0.436680493961111 0.000685935826313606 0.300405540671147 6.9168643370441e-05 0.00150338434021433 6.87436239523606e-05 0.000453676582709399 6.88046305158055e-05 0.00170911313700276 6.88444340822751e-05 0.000323271727648571 6.87325479798606e-05 6.8759114830658e-05 6.92505810992391e-05
5.38814 26.47576 28.65898 6 6.14159 62.18155 239 234 51 70.184 34.643 16.964 15.376 10.664 11.602 40.496 38.141 2.06 6.716 12.384 12.821 0.0041404 0.0055186 0.0125254 0.0127991 0.0046587 0.0070446 0.0129761 0.012688 -0.0826058 0.9625568 -0.1511693 0.7858361 0.0325077 0.0154143 0.0241748 0.0141744 0.6152242 0.2446649 0.27157 0.816665365426741 3.30920761964656e-05 0.0582651958655558 3.31026931364013e-05 0.12303817518591 3.31009840180576e-05 0.0003004809437889 3.30934341674236e-05 3.30907110105482e-05 3.30916607931462e-05 0.000733239194264417 3.30994560953668e-05 0.00066658643520061 3.3095796623367e-05 3.3088148289424e-05 3.31019882099166e-05
27.36209 3.40922 7.53982 6 5.56393 88.24558 85 330 52 36.744 19.058 13.192 6.821 15.08 21.206 8.428 6.817 0.044 0.398 10.112 9.908 0.0038241 0.0050717 0.0023591 0.00213 0.004263 0.0060004 0.002388 0.0019373 -0.1178555 0.8629454 -0.0834401 0.8139789 0.018562 0.0058377 0.0154704 0.0062433 0.7282488 0.19669 -0.0498989 0.941927979182537 3.93343544220482e-05 0.0242409953075038 3.93341759982632e-05 0.0327215003406609 3.93340599019316e-05 3.93349224508013e-05 3.93356406606595e-05 3.93345774898909e-05 3.93355698718788e-05 0.000337919709315035 3.93354583724458e-05 0.000338923039125245 3.93346780807048e-05 3.93344280010795e-05 3.93345556082708e-05
13.29733 8.15533 11.19828 6 2.23403 152.34089 362 346 53 45.682 17.213 4.546 4.701 24.27 15.905 16.774 12.034 0.092 0.548 -1.822 10.468 0.0061022 0.0041742 0.0044674 0.0033341 0.0068669 0.0045078 0.004754 0.0034175 -0.3486108 0.5788692 -0.1641328 0.606371 0.0129256 0.0039707 0.0076408 0.0041284 0.4430574 0.2319134 0.0455414 0.968161636414454 2.78486636526032e-05 0.0238353691662312 2.786145489707e-05 0.00692388600741646 2.7861005778056e-05 0.000278464753534702 2.78635507823881e-05 2.78447114141753e-05 2.78608735982209e-05 0.00049422424436 2.78521484270093e-05 2.78565653963185e-05 2.78616764173179e-05 2.78527887116726e-05 2.78559749283861e-05
15.79604 1.48069 15.67971 6 14.84434 28.47866 77 456 54 45.294 15.458 14.894 8.603 25.406 15.276 4.984 2.909 0.01 0.184 15.822 8.234 0.0072791 0.004724 0.0014409 0.0010256 0.007164 0.0043096 0.0014077 0.0008333 0.0143058 0.7748548 0.0048165 0.9363746 0.0231568 0.0088505 0.0187967 0.0086778 0.6779316 0.1472111 0.0740281 0.561812206012701 0.00698539031675648 0.271172411407813 0.0123286658103735 0.138831281865564 0.00857476648640166 2.95641222627586e-05 2.94618046645169e-05 2.95668881891941e-05 2.95204209031491e-05 2.95506304479019e-05 2.95274577092886e-05 2.9550229089795e-05 2.95232940375958e-05 2.94892562692488e-05 2.95239968170695e-05
22.40357 2.06682 22.68808 6 18.96809 5.60981 210 261 55 86.682 17.092 11.144 6.816 68.792 16.461 6.658 3.469 0.088 0.948 15.888 11.311 0.0193962 0.0057271 0.0019605 0.0013304 0.0194152 0.0046454 0.0019015 0.0010395 -0.0257234 0.5562299 0.0437025 0.9277946 0.0316796 0.0090109 0.0210012 0.0080442 0.4938305 0.1021616 0.0468209 0.257634357410197 0.443315757339966 0.0487769324868665 0.175146040030777 0.0270406569907966 0.0377329505990897 0.000160627374269073 0.000160545573844214 0.000161051642566073 0.000160363127157577 0.00171462597847636 0.00735352948942496 0.000160371755256204 0.000160505785451238 0.000160668554683385 0.000161015861177197
16.54424 21.58393 12.92668 6 14.56797 26.99171 105 133 56 70.042 19.93 6.42 6.088 26.854 13.544 35.03 17.046 1.738 3.815 4.052 13.245 0.0080598 0.0046939 0.0101435 0.0052559 0.0080592 0.0043595 0.0103638 0.0051229 -0.0273203 0.7797853 -0.079467 0.7443497 0.0227586 0.0067595 0.0136569 0.0062926 0.4348552 0.1503125 0.0868456 0.359622107250879 0.000109836480276531 0.504660774562232 0.000109806110130724 0.131600379138758 0.000109800068769838 0.00142526522215711 0.0001097670148789 0.000271384703726565 0.00010976141964538 0.000695862299582498 0.000109769418229398 0.000736120219538355 0.000109785712116326 0.000109798223423497 0.000109782155655358
10.53712 24.516 10.84369 6 8.45051 131.89133 31 83 57 30.726 18.853 13.34 7.73 4.152 7.937 13.158 18.863 0.076 0.774 6.174 9.722 0.0011782 0.0023371 0.003311 0.0046152 0.0011917 0.0023266 0.0037303 0.0053791 -0.0231594 0.9053072 -0.1419347 0.8912967 0.0171524 0.007301 0.0149078 0.0074491 0.779902 0.2068229 0.0961473 0.912289905662974 4.35858746546743e-05 0.0693426597156366 2.11947931108231e-05 0.0177544695659749 2.11668148931781e-05 0.000128637138723188 2.11895319917163e-05 2.10827351343153e-05 2.11593591254422e-05 0.000229029916103304 2.11566642486727e-05 2.12257712244113e-05 2.11677696966048e-05 2.11974318772615e-05 2.1171254630337e-05
11.73386 2.98172 5.50785 6 5.55731 100.95901 357 65 58 36.312 14.293 9.996 5.528 24.506 15.926 1.81 3.712 0 0 6.428 11.414 0.0065628 0.0044383 0.0005312 0.0011505 0.0069075 0.0044891 0.0005102 0.0010462 -0.1412569 0.7061529 0.0416866 0.6894737 0.0161003 0.0051854 0.0125533 0.0051637 0.6549917 0.202316 -0.0405301 0.658126952050412 9.46595432437016e-05 0.228391610690041 9.45640381491795e-05 0.110567671227626 9.45367357016265e-05 0.000214495554814241 9.45057995039366e-05 9.4596251474205e-05 9.45016693540841e-05 0.000811629292860502 9.44910666383343e-05 0.00094214148075331 9.45164923424773e-05 9.452555760255e-05 9.46025494826598e-05
21.03928 25.00731 20.1436 6 11.85877 171.09571 52 363 59 81.204 29.868 13.668 11.542 9.758 17.284 56.68 35.598 1.098 4.487 13.382 11.445 0.0035449 0.0070244 0.0164381 0.0105525 0.003697 0.0075087 0.0167306 0.0102846 -0.0393004 0.8985915 -0.091788 0.6170706 0.0313144 0.010154 0.0213229 0.0104254 0.5404541 0.2282042 -0.0074264 0.777364239924242 3.97124950153338e-05 0.178393078808452 3.97192113734575e-05 0.0429044381005495 3.97156301531741e-05 0.00052627699473504 3.97218587487831e-05 3.97235887410924e-05 3.9722031432594e-05 0.000375050570872817 3.97203348482975e-05 3.97295855430444e-05 3.971905772769e-05 3.97099458218749e-05 3.97218617436848e-05
11.89955 6.11115 14.43918 6 2.37441 139.34576 178 272 60 31.854 16.925 8.578 6.48 11.866 15.888 11.36 11.104 0.05 0.555 0.11 10.963 0.002978 0.0040679 0.0031531 0.0032981 0.0033588 0.0045076 0.0032161 0.0031594 -0.2180082 0.6199234 -0.0589919 0.6488148 0.01386 0.0055438 0.0107944 0.0058192 0.6616635 0.2561679 0.0574582 0.851999416144411 6.92954397686293e-05 0.127047318499314 6.93163878689236e-05 0.0149335334934632 6.93129439487842e-05 0.0034547182232281 6.93425790813063e-05 6.92454579295428e-05 6.92262870376203e-05 0.00158139194813692 6.92432363622735e-05 0.000290786192972565 6.92870348300539e-05 6.92682472892296e-05 6.929788435715e-05
