N dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo pNoMigration pMigration robustness
24.72581 56 103.488 17.757 0 0 17.43 7.401 17.258 7.721 68.8 15.966 -9 0 0.0247837 0.0066265 0.0245905 0.0064699 0.024782 0.0052362 0.0246675 0.0050958 -0.0206125 0.4999965 -0.0358594 0.5035311 0.0247057 0.0064214 1.86e-05 0.0007352 0.0003402 0.0151956 0.9055883 6.84192526825196e-05 6.8457610582433e-05 6.83639711217245e-05 0.000314041475922921 6.84155860552495e-05 6.84650747519828e-05 6.83610993146169e-05 0.00224601976473605 0.0001189611950859 0.0303286337258573 6.83730604723323e-05 0.00192009906510493 6.84120839715834e-05 0.0159321408890218 0.0133681127991763 0.935224723346142 0.00065616297111683 0.999343837028883 0.993253820601729
20.73779 57 87.842 16.47 0 0 14.54 6.353 14.816 6.545 58.486 14.972 -9 0 0.0206457 0.0058573 0.0207204 0.0058774 0.0206131 0.0044458 0.0206887 0.0046284 -0.0228392 0.5688092 -0.0177943 0.5681779 0.020707 0.0057463 2.4e-05 0.0006008 0.0006193 0.0144137 0.9153706 7.07602623194498e-05 7.07194966451297e-05 7.11129220188698e-05 0.000807000855051198 7.07797598390536e-05 0.000157206953531575 7.11036773306679e-05 0.0111345070730428 7.10928710461018e-05 0.034747410636818 7.1034264612752e-05 0.000768880548515996 7.09364546242284e-05 0.0262491529698513 0.00506017400623081 0.920508127248522 0.00124758024940528 0.998752419750595 0.993221971808008
14.67888 58 62.37 13.12 0 0 10.33 5.05 10.514 5.222 41.526 11.862 -9 0 0.0145685 0.0044299 0.0145715 0.0046495 0.0146166 0.0035525 0.0146685 0.0035352 -0.0344492 0.5922984 -0.0644378 0.6024244 0.0145473 0.0044129 -2.27e-05 0.0004716 -0.0009172 0.0151076 0.9032928 4.01019492270013e-05 4.00756972894269e-05 4.00734671316238e-05 4.00797922391408e-05 4.0086140626723e-05 0.000162397378336737 4.00783713350016e-05 0.0014579501467232 4.00905587770827e-05 0.00196044248254672 4.00787485344808e-05 4.00889899554295e-05 4.00738383651802e-05 0.000569543083177707 0.00475846619987707 0.990690373155858 0.000362814424850653 0.99963718557515 0.993269463986744
22.00823 59 92.89 17.027 0 0 15.384 6.896 15.736 6.558 61.77 15.732 -9 0 0.0217932 0.0058979 0.0218946 0.0058268 0.0217778 0.0046573 0.0218731 0.0047194 -0.0196983 0.5110982 -0.0164547 0.4836651 0.0218886 0.0057701 4.47e-05 0.0006483 0.0008482 0.014162 0.9123002 9.58016972831738e-05 0.000368207338768783 9.55090632131236e-05 0.00221749428269956 9.5455425303558e-05 0.00143002022942444 9.55581097864805e-05 0.00557663320175688 9.57574112371747e-05 0.116404477145943 9.57335541150773e-05 0.0110767337925912 0.00190331196325864 0.046473268636243 0.0107656975481666 0.803210340600209 0.00430248803669264 0.995697511963307 0.993050288036057
2.0625 60 8.664 3.504 0 0 1.482 1.418 1.486 1.453 5.696 2.99 -9 0 0.0020313 0.0011702 0.002045 0.0011848 0.0020233 0.0009275 0.0020244 0.0009181 -0.0421104 0.8851135 -0.0223981 0.9114968 0.0020399 0.0011436 1.7e-06 0.0001133 0.0011496 0.0236158 0.9054169 2.84988919046372e-05 2.83407393954156e-05 2.85454859496809e-05 2.84390659031646e-05 2.84782354438385e-05 2.86698130168455e-05 2.83317448924273e-05 0.000892105455207115 2.85507735304325e-05 2.83500835058292e-05 2.84259766926724e-05 2.83810969018693e-05 2.83614279234665e-05 0.00034752981896028 0.0182734399970568 0.980145551393716 0.000170972231613582 0.999829027768387 0.993279622273699
7.29192 61 30.742 8.562 0 0 5.076 3.209 5.01 3.058 20.656 7.834 -9 0 0.0072958 0.003038 0.0072567 0.0029898 0.0072531 0.0023446 0.0072345 0.0022907 -0.0327979 0.7433468 -0.0490669 0.7124775 0.0072883 0.0029657 1.21e-05 0.0003644 0.0003946 0.0192654 0.9090114 3.99185155671607e-05 3.9933692695366e-05 3.99154695136301e-05 3.99172652519605e-05 3.99256294250218e-05 0.000712801180750648 3.99116286832178e-05 0.000619775781124937 3.99221416938116e-05 0.00156370793723805 3.99393031869752e-05 3.9901038275354e-05 3.99161287444061e-05 0.00243504713045244 0.00916268264543966 0.985106784511957 0.000912411753203787 0.999087588246796 0.993240077171404
25.75465 62 107.164 16.84 0 0 18.098 7.695 17.76 6.822 71.306 15.621 -9 0 0.025779 0.0064777 0.0255207 0.0062482 0.0256558 0.0050424 0.0254962 0.0047227 0.0029113 0.4867442 -0.0160726 0.5048664 0.0256471 0.0061673 -2.7e-06 0.0007469 -2.67e-05 0.0145067 0.8890536 5.07193259686979e-05 5.06183143244631e-05 5.07290170997057e-05 5.06690243639659e-05 5.07494973626017e-05 0.000110106781542901 5.06824812279596e-05 0.00237754963821184 0.000733621806052166 0.0104288678050304 5.06567380116994e-05 0.000254475640919621 5.06885700708723e-05 0.0156829575410531 0.00333811758642168 0.966668790232338 0.000363591960662335 0.999636408039337 0.993269422769729
29.8714 63 111.212 24.143 0 0 18.478 8.295 18.108 8.011 74.626 18.588 -9 0 0.0312279 0.0090902 0.0298528 0.0070143 0.0305845 0.0068055 0.0298348 0.0055281 0.0466067 0.4695161 -0.0155439 0.4615296 0.0305022 0.0078136 -3.81e-05 0.0007509 -0.0005022 0.0126306 0.9018387 4.05473181248354e-05 4.05314413813928e-05 4.05360586744273e-05 0.000527019225814525 4.05529103379402e-05 0.000311575610786237 4.05476022058939e-05 4.05560729550277e-05 4.053266178683e-05 0.00169944308426007 4.05418759407822e-05 0.000451518283427474 4.05415684197825e-05 0.00253502247318304 0.00275819145843675 0.991352342354265 0.00100076256511936 0.998999237434881 0.99323532762801
14.35984 64 61.396 12.971 0 0 10.178 5.169 10.16 4.796 41.058 11.175 -9 0 0.014468 0.0041957 0.0142899 0.0042704 0.0144419 0.0033485 0.0144368 0.0034742 -0.0123128 0.5985214 -0.0608118 0.6044691 0.0143457 0.0041029 -3.32e-05 0.0004384 -0.0009357 0.0153596 0.9061631 4.03788324999341e-05 4.03868823847706e-05 4.03800490592232e-05 4.03874461312347e-05 4.03982456385379e-05 4.03884118191189e-05 4.03821395240935e-05 0.000183315836292968 4.03857911973903e-05 0.00278041882625792 4.03754722729919e-05 0.000133023666599365 0.000908561961982078 0.000443139661301694 0.00251370962143863 0.9926743671556 0.000242319867532819 0.999757680132467 0.993275844979551
1.71361 65 7.558 3.239 0 0 1.232 1.294 1.258 1.353 5.068 2.806 -9 0 0.0017637 0.0010181 0.0017863 0.0010791 0.0017758 0.0008371 0.0017831 0.0008617 -0.039723 0.9345939 -0.0317401 0.9368145 0.0017749 0.0010263 -1e-07 8.52e-05 -0.0002001 0.0221362 0.9061364 2.79248473769694e-05 2.77654496134042e-05 2.77844427523271e-05 0.000308121274095443 2.78566100961705e-05 2.77697682639501e-05 2.78486521677064e-05 2.78378869411836e-05 2.77823449297811e-05 2.77982086984285e-05 2.77069506426555e-05 0.00128282845559142 2.7796682600237e-05 0.000344063790906191 0.0248912614184359 0.972867853216888 0.000447222392198264 0.999552777607801 0.993264979502677
21.57964 66 92.04 16.374 0 0 15.066 6.316 15.718 6.448 61.256 15.365 -9 0 0.0216352 0.0058001 0.0217466 0.0057763 0.0215743 0.0046307 0.0217507 0.0045978 -0.0089168 0.525663 -0.0251054 0.4954426 0.0217044 0.0056351 1.36e-05 0.0006265 0.000301 0.0141395 0.899341 6.02409975068902e-05 0.000226905999087678 6.11812704076345e-05 6.05987575438775e-05 6.01213380465999e-05 6.12298148703412e-05 5.96372483495825e-05 0.000783908852287239 5.97754724264116e-05 0.255200545210039 6.08038609458985e-05 0.0026593036313407 5.98989193328746e-05 0.0106072278839901 0.00544787011445954 0.724530750629365 0.000530278177463021 0.999469721822536 0.993260551857537
3.29503 67 13.634 5.105 0 0 2.288 1.835 2.102 1.629 9.244 4.543 -9 0 0.0032732 0.0017179 0.0032249 0.0016878 0.0032505 0.0013376 0.0031981 0.0013928 -0.0392299 0.8199145 -0.0111241 0.7918007 0.003243 0.0016702 -6.1e-06 0.0001391 -0.0011098 0.0186559 0.9179725 2.93922640825217e-05 2.94542687156108e-05 2.9444404048522e-05 2.9379428164224e-05 2.94258518798559e-05 2.94119447045648e-05 2.94393850440807e-05 2.94148472706311e-05 2.94305509810359e-05 0.000569095365682132 2.93872461884667e-05 2.94360530479073e-05 2.94709808402411e-05 2.94446146860953e-05 0.0962583967811459 0.902789976013518 0.000176508161595299 0.999823491838404 0.993279329214668
15.68731 68 65.698 13.657 0 0 11.056 5.282 10.834 5.404 43.808 12.203 -9 0 0.0156492 0.0047167 0.0156475 0.0045356 0.0154645 0.0037001 0.0154019 0.0036161 0.0177129 0.5780924 0.0444645 0.5684568 0.0156291 0.0044516 -1.93e-05 0.000499 -0.0002608 0.0153932 0.8992097 5.36824233428179e-05 5.49050285981474e-05 5.38527670773606e-05 0.00075784674826331 5.38650276280672e-05 5.37923209940348e-05 5.52072329837172e-05 0.0829624468475742 5.40323285415416e-05 0.0160556785015259 5.40067504965755e-05 0.000919611278905465 5.36578916922744e-05 0.00640416483327382 0.0308254919851362 0.861587758033967 0.00102794431590374 0.998972055684097 0.993233862108899
11.33809 69 48.298 11.343 0 0 7.704 4.124 8.188 4.289 32.406 10.032 -9 0 0.0112365 0.0038425 0.0113846 0.0038743 0.0113058 0.0029686 0.0114422 0.0030704 -0.0570712 0.6832664 -0.0514144 0.651728 0.0113053 0.0037421 -5.2e-06 0.0003687 -3.96e-05 0.0158884 0.9005519 3.81572540960291e-05 3.8098803506382e-05 3.80435478782905e-05 0.000428998410047878 3.8071586684302e-05 0.000471392200118432 3.80421101484958e-05 3.80573253028814e-05 3.809780552015e-05 0.00215961103938247 3.80484660408738e-05 3.80422679404545e-05 3.80253056653522e-05 0.00105057722102967 0.0199618723745677 0.975546864282071 0.00105276180233131 0.998947238197669 0.99323252290397
22.17536 70 95.888 16.157 0 0 15.742 6.915 15.918 6.827 64.228 14.762 -9 0 0.0227888 0.0059797 0.0228228 0.0056655 0.0226477 0.0045514 0.0226843 0.0045282 0.0012397 0.5249565 0.0104237 0.5166856 0.0228721 0.0057437 6.63e-05 0.0007985 0.0011412 0.016242 0.8965172 9.40624664021135e-05 0.000147232104513956 9.42134396464816e-05 0.000609531563791269 9.43123454667449e-05 9.43121242110083e-05 9.41880410118318e-05 0.00863590373121888 9.41736535832684e-05 0.0536346246188607 9.51810376766444e-05 0.00290431719537847 0.000569286550810675 0.078956021829929 9.42754279940951e-05 0.853788363869505 0.00113366404403157 0.998866335955969 0.993228148262047
22.21816 71 94.032 17.461 0 0 15.418 6.772 15.102 6.407 63.512 15.753 -9 0 0.0223946 0.0061021 0.0222789 0.0059012 0.0222643 0.0047346 0.0221719 0.0046868 -0.0039523 0.5097774 -0.0073193 0.4820616 0.0223052 0.0058673 -3.16e-05 0.0006061 -0.0008998 0.0134783 0.8991955 3.84688090659642e-05 3.84647006394782e-05 3.84476762103078e-05 3.8448115266643e-05 3.84401059823519e-05 3.84441111049235e-05 3.84483925059033e-05 0.0001022802284897 0.000202186065706097 0.00311842042429187 3.84380876148969e-05 3.84558868759941e-05 3.84469625150492e-05 0.00174413204986052 0.00687456015624299 0.987573918227627 0.000230713518269669 0.99976928648173 0.993276459584581
10.85666 72 46.392 10.288 0 0 7.852 4.378 7.756 4.558 30.784 9.448 -9 0 0.0107857 0.0035703 0.010697 0.0035056 0.0108903 0.00283 0.0108632 0.0028179 -0.0691781 0.6357601 -0.0832729 0.6523595 0.0107657 0.0034571 2.43e-05 0.0004198 0.0006954 0.0175353 0.8672246 6.64027601724835e-05 6.64063304669713e-05 6.63901073144085e-05 0.000435827090879915 6.64041852783942e-05 0.000129299136857758 6.63971564974329e-05 0.00187507146177869 0.000552190364192353 0.0133673047310319 6.64332511261221e-05 0.000362447390910222 6.64053001431034e-05 0.00784049905945379 0.0154374898560754 0.959535031817821 0.00083072961096993 0.99916927038903 0.993244460263244
9.29861 73 39.918 9.538 0 0 6.73 3.964 6.49 3.569 26.698 8.527 -9 0 0.0094662 0.0032955 0.0094488 0.0031964 0.0094223 0.0026207 0.0093547 0.0025145 -0.007349 0.6562915 0.0156174 0.6503146 0.0094546 0.0031726 -2.9e-06 0.0003507 -0.0003921 0.0165357 0.8925635 3.52960157891829e-05 3.52895279883715e-05 3.52918882523713e-05 0.000131417633137894 3.52761292175622e-05 0.000739314799063855 3.52763750993522e-05 0.000115309997460641 3.53038129595667e-05 0.00264965071085486 3.52968115039064e-05 3.52862112573605e-05 3.52872002918691e-05 0.000593372192011328 0.00527189903059597 0.990181431664516 0.00101188599344924 0.998988114006551 0.993234728130857
17.23066 74 73.97 14.634 0 0 12.028 5.728 12.198 5.85 49.744 13.16 -9 0 0.017593 0.0051158 0.0175875 0.0049347 0.0174117 0.0039615 0.0174596 0.0039169 0.0152484 0.5753292 0.0098045 0.5506486 0.0176098 0.004952 1.95e-05 0.0005561 8.09e-05 0.0148599 0.8864178 5.34739209126203e-05 5.34720256071425e-05 5.34203046275514e-05 0.00183732623359833 5.33851012166633e-05 5.34558794920428e-05 5.34805729765331e-05 0.000541362044457343 5.34668134518876e-05 0.00555642576211169 5.34671836448106e-05 0.0017607024088875 5.3486422474014e-05 0.00411463878944761 0.0113094563053933 0.974398980231701 0.00210453346545435 0.997895466534546 0.99317504423158
1.72536 75 7.444 3.559 0 0 1.198 1.184 1.198 1.4 5.048 3.017 -9 0 0.0017609 0.0010942 0.0017785 0.0011559 0.0017606 0.0009121 0.0017606 0.0009428 -0.0459433 0.8590982 -0.0131247 0.8818049 0.0017737 0.0010906 4e-06 9.88e-05 0.0018422 0.0231698 0.8787363 4.0526127148319e-05 4.07575339362745e-05 4.14005972498852e-05 4.09125363448949e-05 4.13790480935584e-05 4.06402762989319e-05 4.04379724135882e-05 0.0011252680333114 4.08776227260214e-05 4.06444383095164e-05 4.10988470279136e-05 4.11131620123544e-05 0.00378322848704992 4.08850234518671e-05 0.366257923755275 0.628342906539351 0.000245616119071864 0.999754383880929 0.993275670441797
7.05128 76 30 8.126 0 0 4.986 3.304 5.02 3.158 19.994 7.42 -9 0 0.007 0.002684 0.0069792 0.0027166 0.0070411 0.0021959 0.0070507 0.0021797 -0.0435576 0.715234 -0.0714771 0.7155776 0.0070155 0.0026208 2.59e-05 0.0002689 0.0019754 0.0185892 0.8728738 5.20941184009662e-05 0.000259870821732128 5.20886841189868e-05 0.00102976895855216 5.21273759271155e-05 0.000524564949477159 5.20921442068978e-05 0.000349565873220722 5.2003633605295e-05 0.0086932939468875 5.2091647695323e-05 5.20934672262831e-05 5.21017574600504e-05 0.00210483507270912 0.0107321159216044 0.975889291627176 0.00197051490820852 0.998029485091792 0.993182435016308
3.41947 77 14.632 5.197 0 0 2.406 2.004 2.438 2.062 9.788 4.729 -9 0 0.0034608 0.0018224 0.0034306 0.0018021 0.0034371 0.0014162 0.0034461 0.0013983 -0.0376363 0.8446341 -0.0769836 0.8732483 0.0034373 0.0017499 -8.4e-06 0.0001676 -0.0009073 0.0213558 0.9078411 3.08713554586815e-05 3.08815063181717e-05 3.08872334747983e-05 3.08890104698136e-05 3.08954790959201e-05 0.000456552405546776 3.08934536385414e-05 0.00078373475759507 3.08890807604737e-05 3.08924320183873e-05 3.09052991932654e-05 3.08771841194713e-05 3.08924272656313e-05 3.08966920299886e-05 0.0303856917777483 0.968003349905267 0.000610976990364161 0.999389023009636 0.993256238901827
18.62723 78 79.014 14.891 0 0 12.97 5.808 13.108 6.074 52.936 13.494 -9 0 0.0183927 0.0050448 0.0183416 0.0048902 0.0185769 0.0040648 0.0186158 0.0039388 -0.0608844 0.5395635 -0.0815682 0.5261648 0.0183731 0.0048687 5.9e-06 0.0005942 -0.0001618 0.0155111 0.8852275 3.59972843522425e-05 3.6001872287027e-05 3.60483188119144e-05 3.59976021176903e-05 3.60432762426229e-05 3.60247143084275e-05 3.60418527656874e-05 3.5997731326038e-05 5.5744431772057e-05 0.00518257650271617 3.60085140472383e-05 5.30247377323553e-05 3.60329522397265e-05 0.00380881608404537 0.00246889118342477 0.988070752941811 0.000216113068119925 0.99978388693188 0.993277232736408
9.84068 79 42.024 10.507 0 0 7.028 4.056 6.9 4.147 28.096 9.225 -9 0 0.0098305 0.0035818 0.0099122 0.0035744 0.0099004 0.0027919 0.0098643 0.0028086 -0.0721185 0.6926591 -0.0235793 0.6673603 0.0098762 0.0035042 4.8e-06 0.0004028 5.44e-05 0.0177573 0.9057798 3.80806806864173e-05 3.81286561377269e-05 3.80757175905901e-05 0.00027681915802621 3.80980447668173e-05 3.80850064605701e-05 3.80709106314026e-05 3.80688214300054e-05 3.8059336604037e-05 0.00244981216633711 3.80761343345436e-05 0.000384957689072282 3.80574449866044e-05 0.00106191738065244 0.102680736327313 0.892764956524971 0.000467287263668332 0.999532712736332 0.99326391119174
17.30891 80 73.692 15.003 0 0 12.2 5.633 12.368 5.713 49.124 13.632 -9 0 0.0173259 0.0050473 0.0173428 0.0050986 0.0172854 0.0040611 0.0173327 0.0040063 -0.0140558 0.5579737 -0.0239105 0.5705059 0.0173324 0.0049392 -1.9e-06 0.0004918 5.93e-05 0.0141226 0.911492 4.20666787954553e-05 4.19779278009632e-05 4.18153897772205e-05 4.20237082095695e-05 4.20542085865741e-05 0.000275397734895722 4.19883972558904e-05 8.14659300015085e-05 4.19584022238242e-05 0.00201882430967139 4.21475897167025e-05 0.00116221217030217 4.20124149543772e-05 0.0046525544881926 0.00951988267002899 0.981911617979587 0.000485335648065505 0.999514664351934 0.9932629494944
23.48515 81 99.35 18.063 0 0 16.386 7.203 16.384 6.772 66.58 16.718 -9 0 0.0239665 0.0067244 0.0240451 0.0066616 0.0237334 0.0052989 0.0236979 0.0052297 0.0196674 0.5248829 0.034621 0.5119272 0.0239904 0.006575 -1.54e-05 0.0007331 -0.0004414 0.0144855 0.9174398 0.000131355987182873 0.00330258554797651 0.000131866607594208 0.000131017142140164 0.000132820253893927 0.000133064446964438 0.00192167390614973 0.010873177535287 0.00270336726051772 0.228815006144884 0.000579397976307538 0.00458685852193407 0.00273368651540247 0.102392216244613 0.065456905596318 0.575975000312834 0.00396270998575212 0.996037290014248 0.99307001460438
22.74999 82 96.268 16.384 0 0 15.806 6.739 16.22 7.109 64.242 15.243 -9 0 0.0226962 0.0060923 0.0227611 0.0058953 0.0226166 0.0046688 0.0227288 0.0045059 -0.0126777 0.5259023 -0.0187665 0.5254524 0.0227578 0.0058057 2.92e-05 0.0006413 0.0008062 0.014369 0.8916789 5.73552438436174e-05 0.000529245615667932 5.73253475131786e-05 5.74033832614403e-05 5.73560342420607e-05 5.7303540142343e-05 5.72364895621258e-05 0.00276833745018093 0.000200527837898041 0.032079238420934 5.74476378695426e-05 0.00198789914297312 5.7336340453892e-05 0.0182304478549515 0.00123814924282953 0.942507390417677 0.000815989164670572 0.99918401083533 0.993245251309405
17.47928 83 75.47 15.663 0 0 12.312 5.854 12.366 5.45 50.792 14.115 -9 0 0.0178071 0.005244 0.0179213 0.0053163 0.0177871 0.004255 0.0178023 0.0042155 -0.0166817 0.5527096 -0.0009096 0.5504148 0.0178346 0.0051309 -2.95e-05 0.0004861 -0.0007425 0.0136314 0.91132 4.24290470653904e-05 4.24025307615762e-05 4.24225598042598e-05 4.24248470569016e-05 4.2415306210541e-05 0.000444739568164546 4.24275863108962e-05 4.24380783915346e-05 4.24312879567514e-05 0.00398969344487393 4.24243453605996e-05 0.000103185647291004 4.24299882245962e-05 0.00384227690443758 0.0511605451725144 0.940035313685575 0.000656833859063215 0.999343166140936 0.993253784683249
19.93189 84 85.378 15.858 0 0 13.874 5.871 14.308 6.539 57.196 14.574 -9 0 0.0199775 0.0053448 0.0200601 0.005357 0.0200398 0.0043177 0.0201616 0.0043358 -0.0323957 0.5253146 -0.0351027 0.5666714 0.0200139 0.0052296 -4.8e-06 0.0006551 -0.0001608 0.0151962 0.8997303 3.47093955681383e-05 3.46942788920993e-05 3.46838223360018e-05 3.46912909125527e-05 3.47086889400034e-05 3.46930233831476e-05 3.46849724682296e-05 3.47123790313385e-05 3.4698781585032e-05 0.00287269466467933 3.46987084610059e-05 0.000160917259819805 3.46991228430637e-05 0.00309796443773324 0.00259637787211655 0.99089037130123 0.000208180500031943 0.999791819499968 0.993277652716425
19.09999 85 81.208 14.623 0 0 14.184 6.399 13.754 5.926 53.27 13.18 -9 0 0.0187693 0.0052417 0.0186361 0.0050539 0.0190132 0.0040397 0.018892 0.0038865 -0.0781327 0.5657478 -0.0783593 0.554607 0.0187381 0.0050322 3.54e-05 0.0006659 0.0007546 0.0164602 0.8778336 0.000134185024055754 0.000928218256855104 0.000134210765692456 0.00145713175114084 0.000134180560895823 0.00315098684973012 0.000134251478782411 0.0124471809163879 0.000406483113192262 0.402748954721496 0.00100970470552432 0.00712291497721031 0.000659190922274025 0.0797096902556208 0.0011299717116167 0.488692743989525 0.0059389132083701 0.99406108679163 0.99295308202859
19.78242 86 82.846 15.758 0 0 13.934 6.347 13.296 6.038 55.616 14.076 -9 0 0.0195595 0.0052486 0.0193718 0.0053488 0.019604 0.004261 0.0194242 0.0042123 -0.0223813 0.5425088 -0.0337267 0.5448789 0.0195107 0.0051709 4.5e-05 0.0006216 0.0011625 0.0158172 0.8869116 5.87433705275778e-05 5.88083748360168e-05 5.90826185556134e-05 0.00034221277906887 5.90526463692435e-05 5.88910718011359e-05 5.88242539727692e-05 0.00159040694709665 5.89710148078278e-05 0.0200388385534501 5.9023993703853e-05 0.00255603603465977 5.87831945780118e-05 0.0126529484687577 0.00739151683557123 0.954897859842244 0.000636790861158457 0.999363209138842 0.993254857430828
7.81219 87 33.052 8.499 0 0 5.562 3.292 5.656 3.323 21.834 7.541 -9 0 0.0076683 0.0029015 0.0076631 0.0028723 0.0077221 0.0022821 0.0077486 0.0022617 -0.0560443 0.7169352 -0.0729605 0.6952105 0.0076368 0.0027857 -2.89e-05 0.0002702 -0.001682 0.0168139 0.9082003 3.49907721106368e-05 0.000342941841319934 3.49468884689516e-05 0.000487026625847382 3.49838271563687e-05 3.49962463911381e-05 3.50147161940044e-05 3.50050806064465e-05 3.50057098365389e-05 3.49911649301913e-05 3.50151786064821e-05 0.000696524993035053 3.49667348932593e-05 0.000530777457471417 0.00459944529118683 0.992993367471945 0.000969886201294411 0.999030113798705 0.99323698968486
1.58705 88 6.584 3.177 0 0 1.11 1.238 1.008 1.131 4.466 2.728 -9 0 0.001558 0.0010328 0.0015225 0.0010227 0.0015717 0.0008489 0.001543 0.0008252 -0.0628115 0.8790009 -0.0925168 0.8764488 0.0015452 0.0010094 5e-06 9.38e-05 0.001515 0.0257816 0.9027128 2.43352623222993e-05 2.42793537888041e-05 2.42874081796977e-05 2.43188892423286e-05 2.42644995572486e-05 2.42662959922083e-05 2.43346646960328e-05 2.43893649017914e-05 2.41727007471011e-05 0.000753218669514731 2.42401027110656e-05 2.44278980891688e-05 2.42753262492709e-05 2.42792390416434e-05 0.120803994070983 0.878126916253984 0.000145751709082587 0.999854248290918 0.993280957099828
26.80779 89 110.132 16.971 0 0 18.042 7.01 18.168 6.873 73.922 15.554 -9 0 0.026869 0.0068908 0.0267084 0.0062648 0.0270178 0.0054093 0.0268847 0.0049496 -0.0392768 0.4860488 -0.0389637 0.5011989 0.0267631 0.0064087 -2.56e-05 0.0007782 -0.0005522 0.0142594 0.8932911 3.60296648962807e-05 3.60309575703598e-05 3.60311014809271e-05 3.60307934697015e-05 3.60333873546668e-05 3.60325550061089e-05 3.60241353497858e-05 3.60214503782198e-05 3.60292241533022e-05 0.00327366192486372 3.60310497014786e-05 0.000518599603484753 3.60293674463767e-05 0.00325463828547734 0.000455113914932031 0.992101662584435 0.000216188459778045 0.999783811540222 0.993277228744477
18.84639 90 79.946 15.023 0 0 13.308 6.33 13.008 5.704 53.63 13.847 -9 0 0.0190422 0.0052505 0.0189824 0.0051926 0.0188678 0.0040538 0.0187832 0.0040874 0.0117181 0.5616283 0.0212649 0.5369549 0.0189843 0.0050528 -2.8e-05 0.0006155 -0.0005557 0.0156298 0.8953288 4.11012761580695e-05 0.000316635215937172 4.10812059611617e-05 0.00016855019446756 4.10873733616283e-05 4.10764530719325e-05 4.10854805349062e-05 0.0011906486628381 4.10891286101254e-05 0.00136556185356315 4.10870024350491e-05 0.000114593465167955 4.10871756156113e-05 0.00106952772448343 0.00220028097610624 0.993245506811688 0.000649531718957524 0.999350468281043 0.993254175572018
1.08868 91 4.726 2.578 0 0 0.856 1.081 0.784 0.959 3.086 2.175 -9 0 0.0011143 0.0007919 0.0011009 0.0008044 0.0011111 0.0006657 0.0010908 0.0006756 -0.0196359 0.9599233 -0.0154797 0.9055406 0.0011077 0.0007755 1e-07 6.42e-05 0.00055 0.0237598 0.8955548 2.30622632997429e-05 2.30389240421795e-05 2.30343134912064e-05 2.30494957764726e-05 2.30406931647923e-05 2.30499794535234e-05 2.30364556259185e-05 2.30374342037334e-05 2.30678168418056e-05 2.30112688749707e-05 2.30882901462105e-05 2.30697202317954e-05 2.30986310430323e-05 2.30596080188231e-05 0.14374959973697 0.855927655368816 0.000138275669227917 0.999861724330772 0.993281352627062
2.66103 92 11.374 4.552 0 0 1.77 1.488 1.832 1.614 7.772 4.203 -9 0 0.0026931 0.0015232 0.0027069 0.0015178 0.0026896 0.0012099 0.0027071 0.0012624 -0.06 0.8686146 -0.0376602 0.8620855 0.0026947 0.0014844 -5.3e-06 0.0001215 -0.0003213 0.0204329 0.9201056 3.46364592214208e-05 3.44678921606019e-05 3.47061322322831e-05 3.45117596499256e-05 3.47239562817979e-05 0.000568393656583615 3.46271562849583e-05 3.46883096679977e-05 3.45605335213118e-05 3.45220643085579e-05 3.45834303799177e-05 3.45869357987235e-05 3.46275573420447e-05 3.45925863030053e-05 0.0872704098726464 0.911711361697617 0.000741439856129644 0.99925856014387 0.993249250696305
5.05997 93 21.712 6.904 0 0 3.496 2.586 3.746 2.705 14.47 5.955 -9 0 0.0050879 0.0022788 0.00509 0.0022311 0.0050641 0.0017845 0.0051345 0.0018496 -0.0249241 0.7786657 -0.0636652 0.7562014 0.005105 0.0021925 1.61e-05 0.0002453 0.0015267 0.0213796 0.8742555 5.34160598185917e-05 5.31131128824456e-05 0.000354781592810597 0.000881193495362347 5.35476387646483e-05 5.33695577510442e-05 5.2988176108899e-05 5.33950423751481e-05 0.000105215961049269 0.00431926963780369 5.36192907414326e-05 0.000923643683933054 5.32515022672509e-05 0.00314277879227367 0.0345471511422577 0.9552992653138 0.00144942145738967 0.99855057854261 0.993210997254919
