dataset	bialsites_avg	bialsites_std	sf_avg	sf_std	sxA_avg	sxA_std	sxB_avg	sxB_std	ss_avg	ss_std	Wald_avg	Wald_std	piA_avg	piA_std	piB_avg	piB_std	thetaA_avg	thetaA_std	thetaB_avg	thetaB_std	DtajA_avg	DtajA_std	DtajB_avg	DtajB_std	divAB_avg	divAB_std	netdivAB_avg	netdivAB_std	FST_avg	FST_std	corr_pi
632	66.203	51.704	27.743	26.882	6.686	8.377	28.915	25.330	2.860	11.236	23.506	26.537	0.0620072	0.0752096	0.2159638	0.1092970	0.0617383	0.0750279	0.2169405	0.1088107	0.0232451	0.8467859	-0.0606198	0.6885324	0.5390901	0.2513688	0.4001040	0.2496747	0.5123767	0.3065493	0.2054247
633	29.094	33.343	6.213	15.591	10.207	14.900	6.830	7.999	5.845	8.714	-0.771	19.165	0.1082887	0.0755732	0.0842675	0.0526654	0.1080225	0.0737442	0.0847325	0.0525792	-0.0237204	0.7888183	-0.0589105	0.7968194	0.1885465	0.2112346	0.0922686	0.1874814	0.1377863	0.2836118	0.2464661
634	27.989	25.468	3.998	7.800	13.488	15.973	5.662	6.408	4.841	7.681	-1.774	13.487	0.1260570	0.0839230	0.0732242	0.0689613	0.1272365	0.0844239	0.0733943	0.0687714	-0.0954471	0.7172117	-0.0650457	0.7983234	0.1678242	0.1263292	0.0681835	0.1043639	0.1763067	0.2611975	0.3170957
635	29.144	23.226	0.296	2.772	9.050	10.278	8.726	8.730	11.072	11.717	-8.453	4.786	0.1377670	0.0809058	0.1360244	0.0831963	0.1377695	0.0795852	0.1364833	0.0828431	-0.0311277	0.7361827	-0.0251851	0.7610985	0.1393532	0.0763253	0.0024574	0.0356542	0.0056878	0.1153782	0.6355582
636	54.111	40.726	5.702	12.825	19.584	17.905	13.937	13.046	14.887	18.644	-0.170	18.250	0.2290744	0.1015824	0.1869831	0.1075430	0.2307018	0.1011223	0.1880447	0.1068729	-0.0902584	0.5944836	-0.0614694	0.6843688	0.3028083	0.1773597	0.0947796	0.1819060	0.1337729	0.2555720	0.3414415
637	55.055	40.660	2.346	5.794	16.987	17.310	20.104	20.420	15.619	17.767	-5.305	9.470	0.2200819	0.1175904	0.2436472	0.1180709	0.2172592	0.1117015	0.2419845	0.1138315	0.0619433	0.8436468	0.0314286	0.7927255	0.2927581	0.1352890	0.0608935	0.1169796	0.1021722	0.1941331	0.3289517
638	66.919	44.402	3.161	8.069	23.177	19.128	21.871	17.119	18.710	19.722	-3.303	13.961	0.2821634	0.0930082	0.2705558	0.0955585	0.2822130	0.0921292	0.2717520	0.0942448	0.0023268	0.6195218	-0.0551746	0.6069901	0.3389754	0.1098583	0.0626162	0.1250820	0.0947383	0.1889306	0.2479895
639	17.882	14.277	0.333	1.496	6.495	7.447	5.449	6.422	5.604	6.814	-8.667	2.469	0.0840351	0.0532885	0.0765913	0.0538969	0.0837614	0.0520912	0.0766121	0.0528933	-0.0016665	0.8512936	-0.0147034	0.8426651	0.0892266	0.0532089	0.0089135	0.0328282	0.0473349	0.1550400	0.4724336
640	24.139	20.356	1.163	3.455	6.821	7.928	9.847	11.948	6.309	8.417	-7.148	6.352	0.0898651	0.0656041	0.1100915	0.0740268	0.0893472	0.0643122	0.1102451	0.0733301	0.0207388	0.8529801	-0.0278763	0.7953026	0.1274047	0.0861678	0.0274264	0.0591237	0.0891283	0.1875187	0.4208723
641	22.721	16.183	0.140	0.626	8.695	7.281	9.360	7.570	4.525	5.321	-8.933	1.093	0.0863421	0.0386874	0.0918550	0.0419664	0.0882889	0.0398989	0.0935888	0.0424860	-0.1889041	0.6292308	-0.1701499	0.5862800	0.0969960	0.0367718	0.0078975	0.0199160	0.0450004	0.1087623	0.3683313
642	63.420	43.597	3.037	6.943	24.804	22.589	19.514	17.803	16.065	17.946	-3.721	11.338	0.2758817	0.1030847	0.2405493	0.1177126	0.2758522	0.1015969	0.2398446	0.1154367	-0.0057850	0.6633199	0.0056265	0.7135767	0.3290555	0.1131917	0.0708400	0.1173276	0.1212276	0.1937021	0.2018458
643	61.948	45.156	0.484	3.342	19.364	17.651	19.061	17.151	23.039	19.182	-8.152	6.555	0.2830572	0.0932477	0.2836344	0.0910225	0.2848378	0.0939559	0.2848822	0.0913360	-0.0521619	0.5719056	-0.0304549	0.5855079	0.2856569	0.0817010	0.0023113	0.0550158	0.0007888	0.1001192	0.4140713
644	45.723	34.312	5.333	8.638	14.176	12.512	18.543	17.756	7.671	11.652	1.885	16.186	0.1443641	0.0693391	0.1759181	0.0779374	0.1444239	0.0685190	0.1761877	0.0770781	-0.0085563	0.7574217	-0.0269501	0.6771559	0.2602190	0.1269280	0.1000779	0.1208535	0.2030997	0.2486137	0.2452951
645	24.124	32.785	17.932	31.410	3.063	3.647	1.712	2.516	1.418	2.660	-4.669	10.181	0.0303645	0.0256547	0.0204703	0.0226219	0.0303335	0.0255645	0.0206453	0.0226360	0.0012469	0.8746469	-0.0463739	0.7675472	0.2566607	0.3070450	0.2312432	0.3112706	0.3993368	0.4593058	0.3365824
646	12.804	16.246	0.129	1.560	4.525	7.339	3.336	5.273	4.813	6.930	-8.752	2.960	0.0614501	0.0629595	0.0537871	0.0590971	0.0615923	0.0627928	0.0539729	0.0591169	-0.0332918	0.8220338	-0.0477051	0.7838259	0.0588204	0.0614340	0.0012018	0.0213902	0.0053137	0.1248534	0.8223687
647	63.745	47.477	13.155	20.453	22.475	19.202	16.643	16.115	11.471	18.528	9.002	24.469	0.2308808	0.1078882	0.1840421	0.1156100	0.2303224	0.1043599	0.1842936	0.1138338	-0.0097133	0.6680136	-0.0344509	0.7379794	0.4077352	0.2130888	0.2002739	0.2381784	0.2674293	0.3098941	0.4145824
648	40.893	33.063	3.529	11.324	11.784	11.273	14.418	14.681	11.163	13.747	-4.155	14.518	0.1547561	0.0774783	0.1691544	0.0801597	0.1545118	0.0755751	0.1703533	0.0804329	-0.0102671	0.7353150	-0.0654968	0.7163479	0.2199954	0.1405012	0.0580400	0.1358468	0.1035991	0.2246770	0.3828131
649	56.745	44.231	24.858	28.250	9.458	8.646	17.525	16.909	4.904	11.091	17.007	24.822	0.0987422	0.0783560	0.1535783	0.0871897	0.0982278	0.0771403	0.1532810	0.0848152	0.0240683	0.8355758	-0.0291152	0.7741688	0.4676012	0.2507204	0.3414410	0.2705052	0.4719504	0.3678238	0.3603222
650	48.882	41.629	8.118	16.127	17.689	19.237	11.462	13.941	11.612	16.995	1.460	18.753	0.1945686	0.1142059	0.1514052	0.1207306	0.1941572	0.1128196	0.1510239	0.1183550	-0.0069617	0.7632603	-0.0213307	0.7943601	0.2977558	0.2109594	0.1247690	0.2101270	0.1796782	0.3007120	0.4407733
651	43.490	28.463	0.580	2.831	14.455	12.160	14.440	12.034	14.015	12.140	-7.945	5.738	0.1950072	0.0741341	0.1943573	0.0730545	0.1965904	0.0747070	0.1953135	0.0726007	-0.0731991	0.6133092	-0.0492678	0.6236652	0.2056867	0.0663809	0.0110044	0.0487695	0.0275784	0.1199442	0.4517163
652	43.575	43.509	22.593	34.827	7.135	7.411	8.978	9.932	4.869	8.361	7.092	22.852	0.0806224	0.0544171	0.0921310	0.0594556	0.0809034	0.0532333	0.0921142	0.0584798	-0.0731742	0.7746115	-0.0113484	0.8244441	0.3847652	0.3547744	0.2983882	0.3616883	0.3451747	0.4272968	0.4547415
653	38.028	35.946	16.874	27.786	3.926	5.990	12.222	12.760	5.006	9.139	3.717	20.561	0.0623493	0.0718958	0.1150946	0.0695471	0.0616726	0.0700991	0.1152401	0.0684477	0.0259263	0.8330547	-0.0579822	0.7719316	0.3085528	0.2771489	0.2198308	0.2889699	0.3374844	0.3926228	0.2607684
654	52.902	43.693	8.512	12.472	27.811	26.928	10.575	11.718	6.004	12.709	5.778	18.110	0.2260801	0.1222012	0.1105870	0.1005612	0.2270363	0.1211528	0.1101302	0.0991862	-0.0660345	0.6541639	0.0044145	0.8165625	0.3179198	0.1806127	0.1495861	0.1564872	0.2581898	0.2516123	0.1814199
655	21.869	16.122	0.033	0.337	6.839	7.787	6.479	5.945	8.518	8.602	-8.978	0.516	0.1030210	0.0591852	0.1039166	0.0610558	0.1036291	0.0579542	0.1050402	0.0615723	-0.0670418	0.7865682	-0.1040562	0.7996048	0.1041425	0.0516930	0.0006737	0.0232812	0.0043714	0.1073823	0.5602760
656	25.129	26.516	3.231	10.982	8.667	12.533	5.405	7.845	7.826	11.474	-5.079	11.780	0.1140613	0.0941909	0.0930334	0.0932408	0.1143295	0.0936560	0.0920496	0.0901520	-0.0442426	0.7922876	0.0383771	0.8784055	0.1481856	0.1498857	0.0446382	0.1337336	0.0908276	0.2539198	0.5305026
657	31.878	23.430	0.468	1.890	11.105	11.208	10.133	9.763	10.172	10.498	-8.172	4.110	0.1421528	0.0728182	0.1386216	0.0743646	0.1429829	0.0721217	0.1393610	0.0742069	-0.0706718	0.6934234	-0.0482255	0.7323358	0.1527874	0.0685163	0.0124002	0.0429913	0.0406973	0.1409986	0.4468055
658	45.309	31.105	2.214	3.978	15.309	12.379	22.564	18.350	5.222	8.179	-4.817	9.672	0.1379463	0.0640645	0.1851177	0.0567887	0.1387979	0.0639539	0.1876175	0.0584614	-0.0561413	0.6963184	-0.1127397	0.5595672	0.2221612	0.0605570	0.0606292	0.0599460	0.1683853	0.1613927	0.0859951
659	54.935	45.261	9.969	16.061	20.518	21.453	15.691	15.222	8.758	12.997	7.274	23.892	0.1969148	0.0841409	0.1638703	0.0816937	0.1961047	0.0818382	0.1642922	0.0803368	0.0177253	0.6999987	-0.0358763	0.7373427	0.3368538	0.2091538	0.1564614	0.2022989	0.2167437	0.2847155	0.2104431
660	34.183	23.994	0.299	1.540	11.420	10.545	10.871	9.889	11.593	10.074	-8.451	3.576	0.1564596	0.0624574	0.1515932	0.0599327	0.1576064	0.0622649	0.1526700	0.0600429	-0.0866831	0.6025808	-0.0637428	0.6365953	0.1608607	0.0578557	0.0068344	0.0385903	0.0181436	0.1156754	0.4155308
661	67.858	47.827	10.861	19.336	22.599	19.294	18.442	16.217	15.956	22.140	5.972	23.394	0.2580802	0.1059880	0.2283947	0.1249582	0.2585339	0.1046388	0.2293440	0.1241645	-0.0177780	0.6769933	-0.0552864	0.6793882	0.4100171	0.1896969	0.1667798	0.2372480	0.2169174	0.3072079	0.4353952
662	19.519	15.361	0.192	0.923	6.860	7.545	6.915	6.732	5.553	6.940	-8.815	1.931	0.0816675	0.0507031	0.0830855	0.0486729	0.0816739	0.0494608	0.0834289	0.0479041	-0.0268329	0.8249108	-0.0526413	0.7761244	0.0916737	0.0477739	0.0092973	0.0267500	0.0519221	0.1393223	0.3908432
663	44.819	32.913	1.848	6.322	14.017	13.261	13.954	12.719	15.000	14.823	-5.850	10.097	0.1942290	0.0899262	0.1945201	0.0866862	0.1944371	0.0898820	0.1950348	0.0861693	-0.0051553	0.7237399	-0.0298139	0.6870550	0.2264859	0.1147195	0.0321115	0.1052484	0.0536948	0.1889207	0.5352534
664	44.109	33.443	12.492	14.900	15.738	13.264	12.645	12.352	3.235	7.233	11.061	19.780	0.1314548	0.0651776	0.1042419	0.0595104	0.1316193	0.0638729	0.1046344	0.0585385	-0.0353100	0.7477775	-0.0461094	0.7502569	0.3014697	0.1371470	0.1836213	0.1407901	0.3951932	0.2937627	0.1620704
665	55.137	42.157	0.418	2.988	16.763	16.012	17.089	15.689	20.867	19.146	-8.335	5.333	0.2522808	0.1057031	0.2535034	0.1090538	0.2530683	0.1056957	0.2550472	0.1094027	-0.0313401	0.6091665	-0.0600660	0.6114978	0.2592502	0.0972712	0.0063582	0.0590728	0.0119260	0.1154622	0.5540521
666	35.628	33.697	3.994	12.368	9.248	10.432	12.573	15.177	9.813	12.232	-3.591	15.829	0.1313422	0.1016583	0.1546541	0.1058757	0.1321752	0.1024050	0.1541035	0.1045077	-0.0524711	0.7732325	0.0071651	0.7717311	0.2100495	0.1962167	0.0670512	0.1713150	0.0920251	0.2345887	0.5606997
667	25.329	19.912	1.294	5.160	8.201	10.128	6.861	8.432	8.972	10.756	-7.079	7.656	0.1190982	0.0789946	0.1096165	0.0805008	0.1188516	0.0774154	0.1094320	0.0787242	-0.0038878	0.8211284	-0.0298852	0.8271635	0.1351607	0.0919247	0.0208034	0.0787100	0.0595918	0.2054722	0.5063039
668	56.956	41.119	0.168	1.365	16.710	15.637	16.288	15.259	23.789	21.337	-8.793	1.986	0.2724720	0.1123149	0.2669195	0.1101189	0.2731805	0.1122540	0.2683565	0.1105276	-0.0169355	0.6851361	-0.0386899	0.6563293	0.2726465	0.0915852	0.0029507	0.0501571	0.0055741	0.0951345	0.3402611
669	34.787	26.805	0.834	3.568	10.420	10.587	11.636	12.251	11.898	12.504	-7.567	6.233	0.1517289	0.0863119	0.1584574	0.0838034	0.1524254	0.0867590	0.1586847	0.0823276	-0.0360057	0.7119772	-0.0476128	0.7195144	0.1688790	0.0839175	0.0137859	0.0556567	0.0394531	0.1576352	0.5621074
670	13.185	15.747	1.874	9.066	3.669	6.436	3.118	5.339	4.523	8.371	-8.002	5.137	0.0540852	0.0691128	0.0528258	0.0696974	0.0540465	0.0683687	0.0524706	0.0683910	-0.0339341	0.8601896	0.0143999	0.9167423	0.0798988	0.1192542	0.0264433	0.1120666	0.0808931	0.2545586	0.6218444
671	65.691	50.286	24.514	28.856	22.201	20.009	13.207	11.523	5.769	13.269	20.044	29.556	0.1873542	0.0886077	0.1269766	0.0913610	0.1870360	0.0864593	0.1268530	0.0890527	0.0071909	0.7355295	-0.0264490	0.8007892	0.5065471	0.2478497	0.3493817	0.2752824	0.4453457	0.3417466	0.2432902
672	43.052	41.112	4.401	15.234	15.453	17.944	9.799	12.769	13.399	17.146	-4.283	15.214	0.2006926	0.1454763	0.1619729	0.1489115	0.2000192	0.1437061	0.1612704	0.1471389	0.0158246	0.7101288	0.0648963	0.8009366	0.2422979	0.2008023	0.0609650	0.1750373	0.0853589	0.2408474	0.6390666
673	53.078	38.874	2.006	6.407	17.111	15.385	17.283	16.682	16.678	17.147	-5.309	11.378	0.2283073	0.0879501	0.2263779	0.0939166	0.2292202	0.0872714	0.2280837	0.0938143	-0.0504165	0.6481206	-0.0804048	0.6493563	0.2612875	0.1063112	0.0339449	0.1005003	0.0564627	0.1783294	0.4608440
674	27.220	23.728	1.518	8.889	7.675	8.507	7.869	9.521	10.159	12.456	-7.610	7.711	0.1239936	0.0964775	0.1221927	0.0864872	0.1237167	0.0932471	0.1219238	0.0844779	-0.0350545	0.8156092	-0.0165383	0.8042526	0.1461317	0.1321766	0.0230386	0.1165237	0.0370816	0.1853348	0.6213462
675	40.514	41.673	14.274	29.221	9.198	10.266	8.935	9.989	8.107	13.181	2.283	22.355	0.1157142	0.0852826	0.1145751	0.0814983	0.1151571	0.0829239	0.1143319	0.0800420	0.0012987	0.7876592	-0.0398752	0.7771115	0.2868249	0.2905934	0.1716803	0.3003312	0.2091690	0.3676125	0.5791057
676	63.397	43.944	2.357	6.776	18.026	15.592	22.148	20.675	20.867	21.559	-5.237	10.132	0.2589572	0.1184350	0.2840846	0.1054399	0.2583172	0.1168285	0.2848842	0.1037428	0.0140414	0.7188349	-0.0351752	0.6338165	0.3187990	0.1169308	0.0472782	0.1245227	0.0745164	0.1913535	0.3272025
677	16.146	12.183	0.043	0.380	5.137	5.282	5.165	5.379	5.802	6.373	-8.970	0.688	0.0753512	0.0468163	0.0765902	0.0473552	0.0754239	0.0454135	0.0768770	0.0466014	-0.0614543	0.7603604	-0.0519182	0.8165606	0.0759768	0.0393770	0.0000061	0.0178412	0.0032291	0.1120140	0.5647843
678	58.246	40.384	1.409	7.238	18.096	15.676	17.375	15.492	21.366	18.696	-7.079	9.052	0.2674696	0.1079164	0.2657591	0.1042686	0.2675993	0.1069194	0.2652992	0.1027945	0.0011882	0.6625512	0.0091505	0.6395204	0.2861262	0.1109313	0.0195119	0.1009044	0.0264221	0.1544995	0.5101908
679	30.739	37.127	5.020	14.780	6.388	9.526	11.673	17.944	7.658	12.140	-2.645	17.439	0.0918633	0.0969924	0.1243917	0.1072379	0.0924507	0.0981718	0.1248690	0.1071721	-0.0117411	0.7588031	-0.0540336	0.7380834	0.1797388	0.2022885	0.0716113	0.1751069	0.1091659	0.2651696	0.5126676
680	41.355	32.136	1.433	5.259	11.098	13.439	15.153	17.528	13.671	15.621	-7.209	5.978	0.1689270	0.1153335	0.1997740	0.1156901	0.1672894	0.1125245	0.1971833	0.1105724	0.0844290	1.0197076	0.0777397	0.9566168	0.2299304	0.1115808	0.0455798	0.0879879	0.1161647	0.1995851	0.3857949
681	20.726	14.593	0.214	0.829	8.033	6.875	7.673	6.233	4.806	5.332	-8.756	2.140	0.0842139	0.0309182	0.0825475	0.0306396	0.0857409	0.0320008	0.0838855	0.0312442	-0.1385142	0.6556931	-0.1332200	0.6734829	0.0912847	0.0303810	0.0079039	0.0221526	0.0412714	0.1243081	0.2353187
682	18.878	13.570	0.061	0.424	6.333	5.549	6.828	6.044	5.656	5.500	-8.967	0.774	0.0784659	0.0371141	0.0821131	0.0374945	0.0798026	0.0371253	0.0836058	0.0377092	-0.1549762	0.6998151	-0.1687608	0.6400383	0.0817903	0.0332160	0.0015008	0.0163083	0.0086116	0.1015392	0.5072839
683	66.922	46.645	17.963	17.447	22.458	18.762	23.586	20.201	2.915	7.747	18.122	21.907	0.1706812	0.0824291	0.1797248	0.0854871	0.1705442	0.0798430	0.1787655	0.0834388	-0.0058265	0.7384372	0.0363543	0.7871124	0.4698952	0.1676213	0.2946922	0.1783815	0.4377715	0.2444620	-0.1114765
684	68.723	47.621	4.603	11.726	21.686	19.645	21.738	18.497	20.697	22.451	-1.643	16.637	0.2830972	0.1135085	0.2816514	0.1089686	0.2844943	0.1143799	0.2836662	0.1087243	-0.0335480	0.6279336	-0.0703035	0.6266817	0.3562933	0.1332687	0.0739189	0.1584158	0.1026676	0.2204877	0.3154939
685	33.579	38.219	12.410	25.709	10.205	13.836	6.050	6.611	4.913	7.369	1.823	20.975	0.1042375	0.0800882	0.0759057	0.0667212	0.1034304	0.0772677	0.0762435	0.0664325	-0.0224223	0.7813590	-0.0775573	0.8066446	0.2618208	0.2895670	0.1717491	0.2833399	0.2337452	0.3619066	0.4030746
686	32.839	32.457	20.941	27.518	7.758	7.846	3.309	5.417	0.832	2.485	2.695	16.586	0.0568439	0.0379899	0.0266144	0.0322701	0.0565937	0.0369222	0.0265874	0.0322916	-0.0174021	0.8619730	0.0302123	0.8999395	0.3208837	0.2537622	0.2791547	0.2572251	0.5642412	0.3701283	0.0911613
687	43.954	32.582	9.982	12.359	10.789	10.759	18.501	18.142	4.682	10.070	6.640	16.446	0.1026586	0.0756589	0.1539763	0.0856260	0.1033130	0.0758785	0.1538119	0.0838121	-0.0480663	0.8001626	0.0024008	0.7490288	0.2941975	0.1479667	0.1658798	0.1532268	0.3565695	0.2937251	0.0980719
688	24.464	20.579	0.534	2.389	8.329	10.573	7.516	7.947	8.085	8.858	-7.887	5.314	0.1104024	0.0638259	0.1037220	0.0588582	0.1110156	0.0636009	0.1039328	0.0585222	-0.0714671	0.7659590	-0.0164683	0.7679090	0.1192735	0.0734957	0.0122113	0.0493117	0.0318234	0.1470045	0.5163214
689	37.641	27.178	0.710	1.916	15.055	13.608	14.584	11.908	7.292	8.442	-8.083	4.076	0.1475345	0.0683162	0.1469599	0.0711398	0.1494316	0.0679670	0.1470102	0.0692371	-0.1317637	0.6014743	-0.0262204	0.6881256	0.1757475	0.0655638	0.0285003	0.0432799	0.0978020	0.1355133	0.3563339
690	50.932	39.403	10.758	18.803	13.924	13.112	17.078	18.038	9.172	14.449	4.388	19.877	0.1573543	0.1042319	0.1777874	0.1033810	0.1568840	0.1019649	0.1773874	0.1013252	0.0010208	0.7829807	-0.0015508	0.7530519	0.3315887	0.2159303	0.1640181	0.2202620	0.2434927	0.3133497	0.3652259
691	41.333	36.622	6.401	16.860	10.037	11.105	14.298	14.117	10.597	14.644	-1.804	17.672	0.1361740	0.1084314	0.1687122	0.1012901	0.1355292	0.1049665	0.1686886	0.0997562	-0.0225647	0.7941971	-0.0366344	0.7248288	0.2496606	0.2002813	0.0972176	0.1997150	0.1497542	0.2896752	0.5620562
692	8.961	16.862	2.935	14.799	1.765	2.731	2.096	2.901	2.165	3.360	-7.826	5.767	0.0279314	0.0307597	0.0301018	0.0292295	0.0280422	0.0303451	0.0298443	0.0286120	-0.0282618	0.8247749	0.0144630	0.8154068	0.0596405	0.1289794	0.0306238	0.1280294	0.0743972	0.2669725	0.6575609
693	58.015	40.892	1.065	3.479	17.928	15.065	20.974	20.056	18.048	19.099	-7.002	6.557	0.2408024	0.1084935	0.2595587	0.0997772	0.2418351	0.1080978	0.2608178	0.0993527	-0.0468787	0.6833743	-0.0460586	0.6092303	0.2805952	0.0941204	0.0304145	0.0754465	0.0601054	0.1443910	0.3688972
694	50.558	36.356	1.725	6.495	16.170	15.152	15.255	12.604	17.409	16.757	-6.052	10.522	0.2228333	0.0956818	0.2214062	0.0906295	0.2231387	0.0941457	0.2210072	0.0893762	-0.0479344	0.6333260	0.0038763	0.6782792	0.2492361	0.1126847	0.0271163	0.1033831	0.0417484	0.1694283	0.4724566
695	37.063	26.674	0.072	0.606	10.272	10.373	10.530	11.367	16.189	15.514	-8.932	1.144	0.1798720	0.0930131	0.1796111	0.0985568	0.1786808	0.0907344	0.1797495	0.0974830	0.0528167	0.7938092	-0.0066398	0.7860766	0.1804133	0.0796613	0.0006717	0.0412421	0.0048236	0.1121994	0.5455881
696	69.150	48.507	30.394	31.316	32.989	27.044	4.473	5.705	1.294	7.152	20.595	25.514	0.2275373	0.0979867	0.0387023	0.0602522	0.2279228	0.0966580	0.0384397	0.0585697	-0.0246813	0.6853560	-0.0242723	0.8529855	0.5733259	0.2420145	0.4402065	0.2668445	0.5723271	0.2766447	0.1338055
697	31.407	33.572	3.274	14.816	10.159	13.862	8.142	9.814	9.832	11.811	-5.534	14.613	0.1342491	0.0925808	0.1221284	0.0903479	0.1342876	0.0916644	0.1218912	0.0883036	-0.0376283	0.7939481	-0.0329430	0.7592486	0.1732209	0.1746492	0.0450322	0.1574496	0.0626177	0.2160522	0.5796472
698	57.433	41.698	12.787	16.471	12.196	11.999	26.580	23.111	5.869	12.592	9.577	19.915	0.1207038	0.1003446	0.2165301	0.0979633	0.1198681	0.0983750	0.2170192	0.0980193	0.0280046	0.8655437	-0.0046022	0.7385164	0.3780369	0.1645391	0.2094199	0.1820160	0.3615519	0.2779218	0.1041025
699	52.218	42.676	14.688	23.291	18.869	20.318	9.623	9.907	9.039	14.225	8.298	24.169	0.1830002	0.0876294	0.1228522	0.0991314	0.1834221	0.0871868	0.1229624	0.0987437	-0.0213753	0.7515343	-0.0176476	0.7772769	0.3625570	0.2418545	0.2096307	0.2604584	0.2917630	0.3588314	0.3226087
700	65.603	44.734	3.828	8.128	24.224	19.770	23.677	19.952	13.874	16.001	-1.704	14.719	0.2525660	0.0862172	0.2488984	0.0795579	0.2538711	0.0872035	0.2510089	0.0794232	-0.0326970	0.6201915	-0.0888501	0.5742975	0.3358388	0.1123922	0.0851064	0.1262858	0.1360508	0.1980860	0.1503358
701	32.967	24.716	0.627	3.196	9.778	10.347	10.174	11.902	12.388	13.458	-8.091	5.290	0.1521950	0.0965023	0.1546249	0.0900665	0.1511362	0.0925960	0.1545736	0.0894343	0.0258373	0.8124793	0.0072299	0.8226731	0.1687670	0.0920274	0.0153572	0.0612672	0.0413939	0.1603836	0.4442871
702	50.033	37.599	11.329	17.409	23.298	22.972	10.390	9.871	5.017	10.666	5.652	19.621	0.1863404	0.0991905	0.0989840	0.0775742	0.1856190	0.0961002	0.0996347	0.0768357	0.0237434	0.7693180	-0.0838978	0.7823594	0.3368361	0.1770761	0.1941738	0.1918790	0.3610136	0.2954122	0.0888148
703	53.575	36.778	0.457	2.431	16.933	14.909	16.268	13.352	19.917	17.796	-8.179	4.828	0.2458325	0.0950074	0.2435803	0.0957152	0.2473770	0.0953166	0.2462813	0.0950013	-0.0494571	0.6018045	-0.1258719	0.5550910	0.2509113	0.0840859	0.0062051	0.0604217	0.0115109	0.1161461	0.4350708
704	15.216	17.051	1.865	10.855	3.928	4.906	4.096	5.258	5.327	6.650	-7.787	7.524	0.0630310	0.0462014	0.0656886	0.0513707	0.0627535	0.0448033	0.0658865	0.0511123	0.0428143	0.8402673	0.0005615	0.8597929	0.0908799	0.1427582	0.0265202	0.1371926	0.0346571	0.2011125	0.5745888
705	60.599	46.608	11.850	18.078	21.950	21.206	17.242	15.991	9.556	14.175	8.726	24.081	0.2084968	0.0861606	0.1798474	0.0911329	0.2089567	0.0857795	0.1800710	0.0905444	-0.0179206	0.6901382	-0.0118431	0.7439650	0.3826669	0.2090156	0.1884950	0.2238989	0.2556860	0.3034284	0.2319187
706	19.388	17.736	4.346	12.281	6.750	6.561	5.721	6.548	2.571	4.207	-5.322	9.568	0.0654345	0.0469943	0.0561010	0.0466518	0.0647550	0.0452810	0.0553916	0.0457382	0.0731851	0.8737372	0.1064570	0.9469392	0.1337698	0.1354558	0.0730020	0.1369245	0.2582988	0.2888160	0.2818742
707	39.061	43.915	17.336	26.409	3.601	5.787	14.993	18.817	3.131	7.013	8.401	24.174	0.0467582	0.0672924	0.1261366	0.1077741	0.0467124	0.0667436	0.1262036	0.1068150	-0.0079003	0.8544274	-0.0148618	0.7455465	0.3273003	0.3072643	0.2408530	0.2828974	0.3295603	0.3817830	0.3073088
708	34.314	37.947	7.120	13.507	17.229	24.766	5.397	7.705	4.567	10.272	0.466	14.765	0.1473213	0.1325146	0.0690515	0.0864488	0.1468064	0.1306449	0.0681856	0.0824141	-0.0152823	0.8333802	-0.0172383	0.8692386	0.2292315	0.2074341	0.1210451	0.1708715	0.2229166	0.2962198	0.2767338
709	55.440	43.868	0.819	3.461	16.497	17.936	15.640	16.670	22.484	22.930	-7.767	5.808	0.2605798	0.1293215	0.2531565	0.1314337	0.2586818	0.1260014	0.2527342	0.1292826	0.0468243	0.7749502	-0.0132017	0.7481483	0.2698213	0.1182113	0.0129531	0.0828277	0.0244250	0.1499286	0.5181584
710	49.386	36.552	2.412	9.229	14.096	13.166	14.466	14.698	18.412	18.830	-5.738	11.869	0.2171479	0.1040652	0.2170504	0.1015653	0.2168109	0.1022712	0.2174447	0.1004892	0.0028231	0.7108529	-0.0238629	0.6879448	0.2537115	0.1411716	0.0366124	0.1401278	0.0493955	0.1948446	0.4612166
711	53.562	36.662	0.155	1.131	15.423	13.521	16.691	14.621	21.292	17.515	-8.806	2.026	0.2501228	0.0966285	0.2574404	0.0996439	0.2497097	0.0954409	0.2587439	0.0996200	0.0230840	0.6710264	-0.0394961	0.6436433	0.2531492	0.0804848	-0.0006325	0.0435689	-0.0009461	0.0930688	0.4684104
712	63.384	44.539	0.296	1.415	19.133	15.554	19.283	16.818	24.673	22.888	-8.460	3.236	0.2916135	0.1046788	0.2920173	0.1057309	0.2929251	0.1030276	0.2922681	0.1044026	-0.0496239	0.6335985	-0.0064412	0.6756791	0.2979226	0.0918136	0.0061072	0.0578710	0.0099904	0.0998028	0.4123942
713	5.111	5.965	0.318	3.555	1.662	2.260	1.414	2.217	1.717	2.543	-8.908	1.577	0.0226203	0.0202807	0.0209412	0.0191886	0.0225557	0.0195904	0.0211509	0.0195729	-0.0159452	0.8553007	0.0077546	0.8848550	0.0264896	0.0447056	0.0047089	0.0426270	0.0304028	0.1684740	0.5592352
